term,sessionPeriod,sessionTimes,meetingTimes,agendaNo,billName,docUrl,selectTerm,
09,03,01,,11,本院委員李彥秀等12人臨時提案，為配合「巴黎協定」強化減碳主軸，完成國家自主減排貢獻，減少溫室氣體排放量並有效管理，達成2050年溫室氣體排放減量之目標。建請國營事業對降低碳排放訂立具體之總量管制，並制定每年度之達成率及定期檢討之，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/01-1060221/0903011060221_011.pdf,0903,
09,03,01,,12,本院委員黃偉哲等11人臨時提案，鑒於全球氣候變遷加劇，極端氣候所造成威脅也越趨明顯，發生瞬間大雨、強降雨等現象明顯增加。每逢暴雨沖刷鐵道就可能發生路基遭到掏空等狀況，我國現有數萬名通勤族仰賴台鐵、高鐵往返工作崗位，更需加強交通安全之維護，為此，建請行政院交通部加強巡視監督雙鐵行經路段的土建結構及軌道設施，讓交通意外發生機率降低，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/01-1060221/0903011060221_012.pdf,0903,
09,03,01,,13,本院委員江永昌等16人臨時提案，有鑑於金融監督管理委員會對於衍生性金融商品業務之監理，均採一次性統包式裁罰，未落實行政罰法之一行為一罰原則，為維護投資人權益，以符法制，爰要求金融監督管理委員會就TRF、DKO等複雜性高風險衍生性金融商品爭議事件之裁罰應確實依照行政罰法第25條，採一行為一罰、數行為數罰之原則，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/01-1060221/0903011060221_013.pdf,0903,
09,03,01,,14,本院委員李麗芬等21人臨時提案，鑒於各政府機關在受理外籍人士相關事務時，若語言不通又欠缺適當通譯，當事人將無法充分表達意見，易造成權益受損。尤其警察機關調查外籍人士所涉案件時，若因語言限制而致未能充分意思表示，恐將影響後續司法訴訟。查勞動部主管之就業安定基金，其就業安定收入來自雇主聘僱外國人所繳納之就業安定費。基金用途包括外籍移工權益之保障。為保障外籍人士權益，建請行政院研議就業安定基金每年度應就政府受理外籍人士案件所需通譯費用進行補助，並制定合理支給標準。但所涉事務不宜由就業安定基金支給者，通譯費用應由各級政府機關公務預算支應，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/01-1060221/0903011060221_014.pdf,0903,
09,03,02,,1,本院委員簡東明、孔文吉等13人臨時提案，鑑於目前原鄉地區正積極辦理「森林保育計畫」以及「原住民保留地禁伐補償及造林回饋條例」等計畫，但地方鄉鎮公所「造林檢測員」人力嚴重不足已導致辦理進度延宕。因此，爰提案要求原住民族委員會正視此問題，並編列經費以補充地方「造林檢測員」員額，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/02-1060224/0903021060224_001.pdf,0903,
09,03,02,,2,本院委員王育敏等11人臨時提案，有鑑於日前發生學生在校外實習工作期間，被要求超時工作，且自請離職後，被老闆要求損害賠償，明顯侵害學生之權益，使實習生淪為血汗勞工，顯見教育部、勞動部對實習生建教合作之工作內容缺乏有效監督。爰建請教育部盤點建教合作現況，定期對其產業類別進行指導與檢討，以淘汰不適任之合作對象，並改善現有申訴機制；另建請勞動部對建教合作對象加強勞檢，以避免實習生超時工作，解決實習生過勞問題，保障學生在校外工作權益，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/03-1060307/0903031060307_009.pdf,0903,
09,03,02,,3,本院委員蔣乃辛等21人臨時提案，有鑑於農曆年後臺灣降雨量較往年銳減，造成全台水情吃緊；根據經濟部資料顯示，台灣部分水庫淤積嚴重，目前全國水庫平均淤積量約30%，最嚴重是霧社水庫，淤積量高達69.68%，這些淤積的土石嚴重影響原水庫的蓄水量及其使用壽命；另外水庫清淤數量與速度，仍遠不及淤積速度，導致水庫蓄水能力每況愈下，也是台灣缺水的原因之一。為徹底解決缺水問題，本席等要求行政院在枯水期，加速水庫的清淤工程，還原水庫原設計的蓄水量，並有效利用清淤出的砂石，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/02-1060224/0903021060224_003.pdf,0903,
09,03,02,,4,本院委員鄭寶清、蔡易餘、莊瑞雄、蘇震清等13人臨時提案，鑒於我國自1996年總統直接民選以來，已邁向民主國家行列，然而轉型正義卻沒有隨著民主化之發展等比例成長。目前我國仍有許多大專院校以及各高級中等以下學校於校園內設置蔣介石銅像。蔣介石是典型的獨裁者，和希特勒、莫索里尼、毛澤東相提並論為人權侵害者，美國政治學者甚至將蔣介石列為20世紀殺人魔第4名，包括在台灣製造二二八事件以及白色恐怖，造成上百萬人無辜受害。事實上，蔣介石銅像之設置根本沒有法源依據，我國每年二月二十八日訂為和平紀念日，目的便是要落實歷史教育、撫平歷史傷痛，並促進族群融合，因此，本席要求行政院、教育部依法要求各級學校拆除蔣介石銅像，真正落實歷史教育，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/02-1060224/0903021060224_004.pdf,0903,
09,03,02,,5,本院委員徐志榮等15人臨時提案，有鑑於今年12月6日立法院三讀通過勞動基準法修正案，總統府亦於12月21日正式公告，其中明確訂定休息日的法定地位以落實週休2日，使事業單位不可再用調整單週工時的方式，規避應給勞工休息日的加班費；同時為了節制事業單位頻繁要求勞工於休息日出勤，除休息日當天工資照給外，加班費倍率較國定假日出勤倍率更高。另106年1月1日起將實施之新制特休假，亦新修正六個月以上一年未滿者之勞工得享有三日特休假。本院公費助理協助立委問政，故立法院公費助理勞動權益政府亦應予以重視，且依照勞動部89年3月9日台89勞動一字第0009281號公告，民意代表聘（遴）、僱用之助理人員，自公告日起適用勞動基準法，故公費助理亦享有勞基法所保障之權益。為因應新修正勞動基準法，本院對於助理加班時數、加班費、特別休假日之規定亦應相對應修正，且依同法第39條所衍生之相關支出，建議立法院亦應以第二預備金支應，以落實修法目的並維護公費助理權益，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/02-1060224/0903021060224_005.pdf,0903,
09,03,02,,6,本院委員黃偉哲等11人臨時提案，鑒於販賣生鮮食品之投幣式販賣機與智慧物流取貨櫃興起，但目前無人販賣機之衛生法規尚未制定，為防民眾買到生菌數超標商品引發疾病，為此，建請衛福部等相關主管單位加強稽查並提供負責廠商資訊等標示，以維護消費者的健康安全，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/02-1060224/0903021060224_006.pdf,0903,
09,03,02,,7,本院委員賴士葆等12人臨時提案，查隨著人口老化與罹患慢性疾病比例增加，促使民眾對慢性病連續處方箋（以下簡稱慢箋）需求量日增；惟七成五醫院慢箋開出率未達衛生署標準，且民眾若不幸遺失了慢箋，仍需再跑一趟醫院請醫生重開，對長者及行動不便等就醫弱勢而言，實有取藥方便性未臻完善及藥費支出浪費之缺。此外，健保雲端藥歷系統透過結合雲端科技技術，讓民眾用藥紀錄妥適發揮大數據應用之效益，據查104年健保藥費支出因此減少新臺幣104億元。因此，為因應社會結構改變、撙節健保開支，爰提案要求行政院及其相關單位，應研議將慢箋雲端化/電子化，以提供醫院慢箋開立誘因，減少藥費支出浪費，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/02-1060224/0903021060224_007.pdf,0903,
09,03,02,,8,本院委員曾銘宗等12人臨時提案，鑒於學貸已成為莘莘學子沉重負擔，建議行政院半年內提出減輕學貸壓力方案，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/02-1060224/0903021060224_008.pdf,0903,
09,03,03,,1,本院委員吳志揚、徐榛蔚、黃昭順、蔣萬安等11人臨時提案，有鑑於特殊教育法第18條已明定特殊教育與相關服務措施提供與設施設置，以確保身心障礙者受教之權利。惟國內高級中等學校中仍有部分並未依法設立適當之無障礙設施，據統計截至105年8月底，171所國立高級中等學校中應設置無障礙設施而未設置者尚有105所，所需設置無障礙設施計有1939項，明顯未顧及身障者之受教權，亟需進行督導並要求改善，故此建請政府相關單位，針對公私立高級中等學校進行校園無障礙設施總體檢，並限期提出改善方案，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/04-1061017/0904041061017_003.pdf,0903,
09,03,03,,2,本院委員曾銘宗等15人臨時提案，鑒於我國未來面臨人口負成長衝擊，住宅數量已供過於求，須進一步檢討推動中之社會住宅政策，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/03-1060307/0903031060307_002.pdf,0903,
09,03,03,,3,本院委員簡東明等14人臨時提案，鑑於國道五號日前發生蝶戀花遊覽大客車翻覆，造成33人死亡悲劇，但勞動部、交通部兩單位卻對於「勞基法」、「汽車運輸管理規則」規定之「工時」定義「不同調」，造成業者自行將「手握方向盤10小時」解釋為工時，變相「使大客車駕駛延長工時合法化」，未把車輛清潔、檢查等備勤列入工時。但因「勞基法」法律位階高於行政規則「汽車運輸管理規則」因此，本席爰提案要求政府應優先落實勞基法規定，避免再度產生「血汗駕駛」問題，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/08-1060411/0903081060411_005.pdf,0903,
09,03,03,,4,本院委員江啟臣等14人臨時提案，有鑑於近年毒品氾濫問題已不僅是一級毒品，最嚴重在於三級、四級毒品對社會之危害，檢討現行法制規定，持有與施用「20公克」以下的三級、四級毒品目前並無刑責，荷蘭軟性毒品合法化的國家，但是其合法的持有量僅5公克，相較之下，我國訂定的持有與施用標準過於寬鬆，又長期施用或持有未逾刑罰標準20公克以下三級、四級毒品的慣犯、累犯，現行法上也沒有加重處罰的規定，不啻為防制毒品之一大漏洞。爰此，要求行政院應立即檢討現行三、四級毒品之管制措施，並研議成立專責的緝毒單位，以積極解決毒品氾濫問題，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/03-1060307/0903031060307_004.pdf,0903,
09,03,03,,5,本院委員張麗善等12人臨時提案，有鑑於司法改革國是會議首場分組會議於2月20日結束，會中標舉「全民信賴公正專業的司法」，會中不乏大法官、律師、法學教授等法界代表性人士針對司法改革提出許多建言，但未曾提及的基層民眾的訴訟文書送達權益，卻可能已遭國家侵害，全國地檢署多年來便宜行事，將開庭通知、傳票等涉及當事人權利義務甚鉅的司法文書由「平信」寄出，當事人未及時收到檢察署通知，而遭拘提甚至通緝，司改會議成為一大諷刺。爰建請行政院應盡速檢討攸關民眾切身利益的「開庭通知」、「傳票」、「行政簽結」等重要司法文書因預算有限，以平信寄出之政策，應保證送達各類司法文書並編列足額預算，以維民眾基本司法權益，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/03-1060307/0903031060307_005.pdf,0903,
09,03,03,,6,本院委員賴士葆等18人臨時提案，根據交通部警政署資料統計，近3年發生二次追撞的A1事故件數高達39件，而高速公路交通事故肇事型態件數統計亦指出，車與車間事故約佔總事故之9成，且以「追撞」比例最高。惟在國外（如歐洲、北美、日本、中國大陸等），均已立法藉由科技輔助大幅減少人為操作錯誤發生，以減低交通意外致死率及事故傷害，更凸顯國內對駕駛監控車體之相關規範未臻完善。因此，有鑑於各國對於車輛安全防護系統的規定日漸充足，爰提案要求行政院及其相關單位，應研議強制自動剎車裝置作為新車標準配備，以降低交通意外的產生，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/03-1060307/0903031060307_006.pdf,0903,
09,03,03,,7,本院委員李彥秀等11人臨時提案，鑒於全民健康保險之社會保險性格，使弱勢者分擔其無法單獨承受之風險，為其重要之存在目的。惟倘全民健康保險給付改採論人計酬，恐將使風險計算過度侷限於小區域，致喪失風險重分配之功能，更令服務成本與給付脫鉤，而有違背全民健康保險法規定之疑慮。爰建請行政院於一個月內審視論人計酬之利弊，並參酌比較法上之經驗，重行檢討論人計酬制度於我國應如何實踐，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/03-1060307/0903031060307_007.pdf,0903,
09,03,03,,8,本院委員蔣乃辛等17人臨時提案，針對10多天前空軍基地內被查獲20多包二級毒品安非他命，但毒品數量從27包、40多包、51包，一路飆升到53包；而案發後軍方尿液篩檢2303人，迄今仍有252人尚未篩檢，檢方指出已過10天的黃金篩檢期，到底有多少人吸毒，真相已失；另外基地查獲的是二級毒品，篩檢後有26人呈現陽性反應，其中有八名官兵呈現疑似一級毒品（嗎啡、鴉片、海洛因等）的陽性反應，等於再爆新案，吸毒刑度也從三年以下提升到五年以下。綜觀前述案情，顯示軍中販毒、吸毒問題嚴重，及軍方篩檢不實與管制鬆散。為維護國軍形象及維持戰力，本席要求行政院儘速提出有效遏止國軍吸毒、販毒對策，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/03-1060307/0903031060307_008.pdf,0903,
09,03,03,,9,本院委員王育敏等11人臨時提案，有鑑於日前發生學生在校外實習工作期間，被要求超時工作，且自請離職後，被老闆要求損害賠償，明顯侵害學生之權益，使實習生淪為血汗勞工，顯見教育部、勞動部對實習生建教合作之工作內容缺乏有效監督。爰建請教育部盤點建教合作現況，定期對其產業類別進行指導與檢討，以淘汰不適任之合作對象，並改善現有申訴機制；另建請勞動部對建教合作對象加強勞檢，以避免實習生超時工作，解決實習生過勞問題，保障學生在校外工作權益，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/03-1060307/0903031060307_009.pdf,0903,
09,03,03,,10,本院委員李昆澤、劉世芳、賴瑞隆、陳其邁等17人臨時提案，鑑於郵輪觀光已是國際觀光的新興趨勢，尤其是亞洲地區每年都有7至9%的高成長，帶來龐大的觀光商機。高雄港位居東亞航線的中心，相當適合發展郵輪觀光，過去數年也有高成長表現，惟2016年卻大幅衰退，爰此，要求交通部督促觀光局、臺灣港務公司協同地方政府積極推廣郵輪觀光，包含檢討相關港口收費機制，擬定差別費率並簡化相關簽證流程，以吸引國際郵輪進駐高雄港，發展南臺灣的觀光產業，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/03-1060307/0903031060307_010.pdf,0903,
09,03,03,,11,本院委員顏寬恒等20人臨時提案，有鑑於現行「入出國及移民法」第三十一條規定，外籍配偶一旦與我國國民離婚，如沒有取得在臺灣地區已設有戶籍未成年親生子女監護權，亦即，如果沒有小孩或小孩已年滿二十歲，外籍媽媽將遭廢止居留許可，而被驅逐出境。為此，不斷有無助之單親外籍媽媽遭強制離境。為營造國際友善環境，並兼顧人權，爰建議行政院相關部會儘速檢討修正，以保障外籍配偶及其小孩之人權，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/04-1060314/0903041060314_013.pdf,0903,
09,03,03,,12,本院委員羅明才等11人臨時提案，鑒於陸客來台人數減少，以及新政府大力推動新南向政策「擴大觀光客來臺」打算積極開發東南亞旅客來臺。爰此本席要求行政院即時檢討交通部觀光局暨各縣市政府觀光事業單位正在興建中或規劃中之觀光開發計畫等建設是否與觀光新南向政策契合；並要求各觀光建設主管機關因應陸客來台人數減少之事實，檢討縮減或暫緩觀光建設之規劃，以免興建更多「蚊子館」式的觀光設施，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/04-1060314/0903041060314_014.pdf,0903,
09,03,03,,13,本院委員盧秀燕等11人臨時提案，有鑑於觀光客的長途旅行經常搭乘台鐵。然而，長時間的旅途中，若沒有iTaiwan無線網路的熱點可以使用，實為不便。爰此，本席建請行政院研擬在台鐵車廂設置iTaiwan網路熱點，提供便利的無線上網環境，讓台鐵有更好的服務品質，以利於我國觀光業發展，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/03-1060307/0903031060307_013.pdf,0903,
09,03,03,,14,本院委員吳琪銘、莊瑞雄等13人臨時提案，鑒於「消防、海巡、空中勤務、入出國移民及航空測量機關專業人員危險職務加給表」，試辦期已於105年12月31日屆滿。在行政院未為續辦決策前，消防人員等之危險職務加給將中斷，但災害之發生難測，消防人員卻仍天天面對勤務危險，沒有空窗期。爰此，建請行政院應迅即釐清空窗期之疑義，並主動和各直轄市政府，研議出危險職務加給仍能持續按月發放之解決方案，以保障消防人員等之權益，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/03-1060307/0903031060307_014.pdf,0903,
09,03,03,,15,本院委員黃偉哲等11人臨時提案，鑑於網路交易興起，我國行動裝置普及，交易平台眾多，但各業者對於使用者註冊資訊要求不一，部分甚至無須查驗註冊者之地址電話，使用者如在平台上遭遇詐騙，恐無法求償，為避免交易糾紛，建請行政院經濟部等相關主管機關，對於此類交易平台之使用者註冊資訊應擬定規範及範本，以保障民眾權益，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/03-1060307/0903031060307_015.pdf,0903,
09,03,03,,16,本院委員林德福等14人臨時提案，有鑒於信號彈發射後，溫度約千度，威力驚人，若近距離朝人射擊，可能致人死傷，尋常百姓並不會家家戶戶持有。「信號彈無管制，人人皆可買」，政府未對信號彈加以管制，造成任何人可輕易取得，價格又便宜，形成另類「武器滿街跑」怪象。犯罪份子、飆車族以信號彈作為攻擊、恐嚇武器，類似案件不斷出現在社會新聞版面，已對社會秩序與公共安全已造成危害。104年信號彈攻擊事件大幅增加，平均每月發生3件，本席建請行政院應立即檢討，防範信號彈攻擊事件再次發生，保障人民生命及財產安全，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/03-1060307/0903031060307_016.pdf,0903,
09,03,03,,17,本院委員高潞‧以用‧巴魕剌Kawlo．Iyun．Pacidal等12人臨時提案，有鑒於日前蝶戀花旅行社賞櫻團重大車禍事件，遊覽車司機家屬與其他從業人員表示，遊覽車司機必須長時工作，於風景區亦必須留在車上等待乘客，長期下來會累積身體疲勞、造成注意力不集中，致行車不安全。爰此，建請交通部研擬於人車流量較多之風景區設立遊覽車司機休息室，保障遊覽車司機權益，以確保行車安全，請公決案。,http://misq.ly.gov.tw/MISQ/docu/201703/1060307089900900_030718481.doc,0903,
09,03,04,,1,本院委員曾銘宗等13人臨時提案，鑒於近年校園毒品氾濫問題日益嚴重，為維護學生身心健康，建請教育部研擬強化防制校園毒品計畫，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/04-1060314/0903041060314_001.pdf,0903,
09,03,04,,2,本院委員簡東明等14人臨時提案，鑑於國道五號日前發生蝶戀花遊覽大客車翻覆，造成33人死亡悲劇，但勞動部、交通部兩單位卻對於「勞基法」、「汽車運輸管理規則」規定之「工時」定義「不同調」，造成業者自行將「手握方向盤10小時」解釋為工時，變相「使大客車駕駛延長工時合法化」，未把車輛清潔、檢查等備勤列入工時。但因「勞基法」法律位階高於行政規則「汽車運輸管理規則」因此，本席爰提案要求政府應優先落實勞基法規定，避免再度產生「血汗駕駛」問題，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/08-1060411/0903081060411_005.pdf,0903,
09,03,04,,3,本院委員李彥秀等11人臨時提案，鑒於長期照顧服務法施行在即，其目的固然係為確保照顧及支持服務品質，發展普及、多元及可負擔之服務，然就養服務與就醫服務實無從截然分離，醫療照護得有效避免失能或過早、非必要入住長期照護機構，抑或預防非必要再入院，甚透過如牙醫師、藥師等加入長期照顧服務，更可有效提升整體照顧品質。爰建請行政院於一個月內研議醫養合一如何落實於長期照顧服務制度，俾利民眾獲得妥善之全人、全程醫療照護，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/04-1060314/0903041060314_003.pdf,0903,
09,03,04,,4,本院委員廖國棟等11人臨時提案，鑒於農業缺工嚴重，中央政府補助地方政府成立「農事服務團」應急，但對聘用「農務人員」的設限須為失業者，實際運作結果，對改善缺工效果有限。爰此，要求行政院應召開跨部會溝通，研議農務人員應召募在地或鄰近鄉鎮的新農村勞動力，包括婦女、新住民、原住民等，只要有意願投入農業，接受基礎的農事技能訓練後，即可上工，除提供當地居民工作機會外，也才能紓解農村缺工的情形，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/07-1061107/0904071061107_001.pdf,0903,
09,03,04,,5,本院委員王育敏等12人臨時提案，有鑑於空氣品質不佳且日益嚴重，以105年10月為例，台中曾連續四天空污都達到紫爆等級，8個監測站達到最上限程度，均已超過台中火力發電廠協議降載標準，惟台中火力發電廠以全台用電吃緊拒絕降載，顯見我國對於改善空污之決策力及跨部會間之協調不佳。爰建請環保署會同經濟部，針對空污問題研議「季節性管制方案」，並針對加嚴管制或配合降載等措施，擬定全國一致性之標準作業流程，以解決我國空污問題，保障人民健康，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/03/05-1060321/0903051060321_010.pdf,0903,
