term,sessionPeriod,sessionTimes,item,selectTerm,
09,02,01,十三、本院許委員淑華，鑒於飛彈誤射和南海風雲變化，都是對政府國安危機處理的重大考驗，也測試因應國際情勢的總體決策能力。要求行政院在處理國家要務應當經過深思熟慮，謹慎而行。爰此，特向行政院提出質詢。,0902,
09,02,01,十四、本院許委員淑華，鑒於英國6月23日進行公投決定脫離歐盟之後，全球金融市場雖從劇烈動盪中逐步回穩，但英國脫歐的連鎖效應和骨牌效應正逐漸擴大，全球金融大洗牌已經啟動。要求行政院必須密切注意後續對國內的影響，並提出因應之道。爰此，特向行政院提出質詢。,0902,
09,02,01,十五、本院許委員淑華，鑒於中研院日前公布第三十一屆新科院士，共二十名院士當選，其中人文社科組僅三名當選，創下一九九○年以來的最低紀錄。「科技取勝」的時代已經過去，人類已朝後工業社會邁進。相對於理工領域，台灣人文社會領域學生占全國百分之五十五，加上藝術領域則達百分之六十，如何借重此一趨勢的新人才培育，應是台灣下一波發展的重點工作。爰此，特向行政院提出質詢。,0902,
09,02,01,十六、本院許委員淑華，鑒於政府積極推動新南向政策，希望加強台灣和全球、區域連結，並降低對大陸市場的高度依賴。由於東南亞各個國家的文化、語言和產業發展差異極大，要求行政院除了要有更精緻的產業政策外，更要進一步凝聚社會共識，民眾和企業才能支持新南向政策，這是一個持續且長遠的工作，但因為這是一個新的發展政策，若行政院能以對的方法有效率的推動，民眾和企業很快就會有感。爰此，特向行政院提出質詢。,0902,
09,02,01,十七、本院許委員淑華，鑒於法務部展開全國各檢察署檢察長人事大調動。要求法務部繼調動全國各檢察署檢察長之後，也應該對於各政風單位，尤其是處長等級的政風主管，展開正己專案。爰此，特向行政院提出質詢。,0902,
09,02,01,十八、本院許委員淑華，針對台鐵列車週四晚上自台北市松山站進站前，發生車廂爆炸事件，造成二十多人輕重傷，震驚全國。雖然已被警方排除是恐怖攻擊，但爆裂物的犯罪事件對社會人心的衝擊不小，也對台灣長期以來治安良好的形象與聲譽，帶來不利影響，要求行政院責成所屬相關機關未來在像台鐵這樣的重要公共運輸載具上的安全作為，必須設法強化，才能確保國人行的安全。爰此，特向行政院提出質詢。,0902,
09,02,01,十九、本院邱委員志偉，鑒於近年來動物飼養、展示及表演業者時常被貼上「虐待動物」的標籤，但實際上他們都是用耐心及愛心在照護動物，卻被不了解業內實際運作情形之相關團體攻擊，兩方都為了動物福利保護而努力，應為了共同目標而協力互助。請農業委員會加強對不肖業者及缺乏專業管理能力之單位進行篩選整頓，以避免劣幣驅逐良幣之現象，同時擴大辦理公聽會並分群（動物相關業者、動保團體、專家學者等）意見彙整，以達思慮周全、實質保障多數動物福祉。爰此特向行政院提出質詢。,0902,
09,02,01,二十、本院邱委員志偉，中研院日前發布經濟預測消息，因全球經濟成長緩慢，英國脫歐更恐連帶影響台灣經濟，因此今年GDP成長率下修至0.52%，無法保1。因台灣第一季投資及出口持續疲軟，GDP成長率為-0.68。我國出口數據已連16個月負成長，景氣燈號雖有提升，經濟狀況卻仍呈現低迷。爰此特向行政院提出質詢。,0902,
09,02,01,二十一、本院邱委員志偉，鑒於勞動部公告廢止「例假可挪移」函釋，八月起生效，造成交通業者抨擊將造成排班困難及人事費用，進而以轉嫁票價為由要脅。交通運輸勞工工時長、勞動型態影響健康，不應被排除在勞動部保護勞工「不爆肝」的產業別之外，勞動部應堅守立場，為全體勞工爭取友善的勞動環境，爰此特向行政院提出質詢。,0902,
09,02,01,二十二、本院黃委員昭順，針對台灣高等教育產業工會指出，過去15年來，大專院校的兼任教師增幅高達70%，迫切需要納入勞基法保障。全教總無法接受政府一方面推「加薪四法」，一方面卻漠視私校打壓教師勞動條件；一方面為私校董事爭取退場利益，一方面卻又迴避對私校的公共監督；一方面放任雙薪肥貓在私校坐領高薪，一方面對私校基層教職員的過勞、低薪又視而不見。在少子化壓力與大學自主的大旗下，越來越多的私校經營者以不配合校務、招生不力、評鑑等為由，對私校教師提出各種不合理的要求，更有惡質私校經營者，動輒以各種名目苛扣教師薪資，甚至資遣、逼退教師，教師尊嚴蕩然無存，試問，教師勞動條件惡化至此，如何維護學生受教權？台灣是高度法律管制教育領域的國家，不分公私校都對教師有嚴格聘用程序與資格認定，於法律角度來看，教師的保障甚至比《勞基法》下的勞工更嚴謹，過往教育部也將上述亂象認定違法。而今，卻成了只要有教師誤解或不諳法律，或擔心丟掉工作就貿然簽下不合理聘約，若沒有提出任何控訴，就會讓校方行為佔到便宜。主管機關為何如此漠視教師應有權益？任由部分學校蠻橫！特向行政院提出質詢。,0902,
09,02,01,二十三、本院黃委員昭順，針對從虐狗、飛彈誤射到尼伯特強颱造成花東與南部災損，國軍派出大批兵力在各地投入災後復原，特表芻議！國軍最近辛苦了！最近風災有網友在網頁上貼出一張照片，顯示國軍支援災後復原的官兵，搭著高雄市岡山區公所的資源回收車移動。網友看這張照片覺得很辛酸，沒有尊嚴。更有其他網友貼出照片，顯示負責災後復原的國軍官兵，工作告一段落，原應在路邊休息，因網友想要拍照，官兵卻驚得立即站起來，情狀猶如「驚弓之鳥」，網友為此感到心驚難過！國軍官兵常被民眾扮演「正義魔人」，以放大鏡檢視，竟連稍息片刻都不得安寧。看來，軍人的角色已經多功能化了，做的事更多，被給予的尊重卻更少了！當一個國家的軍人被矮化、弱化甚至醜化時，這個國家的國防戰力還會堅實嗎？特向行政院提出質詢。,0902,
09,02,01,二十四、本院黃委員昭順，針對「學習型助理」爭議延燒，籲請政府重視。教育部今年6月17日頒布「專科以上學校強化學生兼任助理學習與勞動權益保障處理原則」，將大學校內的研究助理劃分為「學習型」與「勞雇型」助理，前者以學習為主要目的，不屬於僱傭關係，沒有勞健保；後者屬雇傭關係，校方需為學生加保勞健保、提繳勞退。「學習型助理」的分流，造成「同工不同保障」的現象，甚至出現大學內「假學習真勞動」的狀況。導致學生團體到教育部前抗議，認為教育部必須廢除「學習型助理」，保障學生勞動權益。特向行政院提出質詢。,0902,
09,02,01,二十五、本院黃委員昭順，針對國際信用評等機構穆迪（Moody's）發表一份關於台灣債信評等的報告，籲請政府應正視兩岸關係對貿易成敗之影響。穆迪警示兩岸關係是台灣經濟頭號難題，就算「新南向政策，也繞不過大陸」。這份報告引起軒然大波，該報告認為，總統蔡英文拒認92共識，即一中原則，導致大陸國台辦於6月25日暫停與台灣官方對話，對台灣信評是不利因素，因這升高了台灣與主要貿易夥伴大陸的緊張關係，可能阻礙政府透過「新南向政策」推動貿易與投資關係多元化的計畫，影響甚鉅，不容小覷。總統府新南向政策辦公室主任黃志芳指出，新南向是為台灣尋找新的外部經濟支撐力量，並非放棄大陸市場轉到東南亞，然而，穆迪信評表示「新南向政策，也繞不過大陸」，政府仍須正視此國際現實狀況的可能性，替台灣貿易找到出路，為人民造福，特向行政院提出質詢。質49,0902,
09,02,01,二十六、本院黃委員昭順，針對日前新北市一家長照機構發生火災意外，警消雖在40分鐘內就把火撲滅，但仍造成6死、1命危、27輕重傷。據瞭解「現場緊急救援狀況並不理想」，是造成如此重大傷亡的主因，由此也再度暴露出長照制度的諸多缺失。新政府的長期照顧政策，迄今只有內容簡單的十年長照2.0計畫以及財源方面堅持採取稅收制，但究竟要如何做？迄今仍是說不清楚、講不明白！從政府究竟要加什麼稅都還舉棋不定，若照新政府每天都轉彎的窘狀來看，本席對長照十年2.0計畫前景實在無法樂觀。更擔心若稅率一併調高至6.5%，造成物價上漲和累退的問題，政府將如何因應？擴大民生必需品範圍，是否又將造成稅收不足？從這場大火燒出來的現實重重問題來看，新政府恐怕真的需要再好好思考，謀定而後動。如果仍是這麼多的不確定、九轉十八彎，要長照提供者和需求者又如何能信任政府的長照政策，特向行政院提出質詢。,0902,
09,02,01,二十七、本院黃委員昭順，針對在野黨再次經人民選擇委託執政，但經月餘讓人民所見，依舊是新政府並沒有脫離民進黨的傳統衝突思維，沒有脫離民粹的綁架，也沒有開創新格局的意圖和視野。更糟糕的是，遇到真正的抉擇而必須做決定的時候，卻看不到有做出決定的準備和擔當。打著轉型正義大旗，竭盡清算和鬥爭，似乎根本走不出長時來因被害幻想症所生出的悲情和仇恨、衝突和報復。新政府一個多月以來在行動上的實質表現，凡涉及意識形態，一律勇往直前，追求衝突。但凡攸關民生的真正大問題能躲就躲，能拖就拖，坐實了「空心」的比喻。照這種趨勢下去，經濟何時才能復甦？兩岸關係由冷漸凍，真的有利台灣全體人民的權益維護嗎？國家整體競爭力的提升，不是喊出來的，振興內需需要財政真正改革才能振衰起敝，不是躲避就可以解決問題的。本席籲請政府，落實大多數人民對於新政的期待，拋棄傳統民進黨衝突、對立、仇陸思維，為中華民國和諧共生的精髓而努力，特向行政院提出質詢。,0902,
09,02,01,二十八、本院王委員惠美，鑑於「傳統藝術」是台灣重要的文化瑰寶，然而，目前全國獲文化部指定重要傳統藝術/傳統工藝美術保存者，及文化資產保存技術保存者共計19位，其中彰化縣鹿港鎮就有4位，可謂台灣傳統工藝極具代表性之城鎮。爰此，本席建請文化部活化利用中央廣播電台鹿港分台宿舍區之閒置用地，設立國立彰化傳統藝術中心，規畫完善的培育環境，扶植優質工藝人才產出，以強化臺灣傳統藝術文化的獨特性與價值，特向行政院提出質詢。,0902,
09,02,01,二十九、本院王委員惠美，鑑於暑假期間，學生常至海邊與溪流戲水消暑，然而近日午後易有暴雨，導致河水暴漲，水流湍急，造成多起溺斃憾事。爰此，本席要求行政院相關單位強化消防人員水域救生作為，並利用媒體宣導防溺知識與標識轄內危險水域處所，以保障民眾之生命安全，特向行政院提出質詢。質57,0902,
09,02,01,三十、本院蘇委員巧慧，針對經濟部主管之台灣中油公司於國外投資油氣探勘事業效益不如預期，特向行政院提出質詢。,0902,
09,02,01,三十一、本院蘇委員巧慧，為落實原住民族文化保存與教育推廣，行政院已於105年2月17日同意國立原住民博物館先期推動計畫，應儘速依審議結論於新北市三鶯新生地設立，特向行政院提出質詢。,0902,
09,02,01,三十二、本院蔣委員萬安，鑑於國家音樂廳與國家戲劇院（以下簡稱兩廳院）長期遭身心障礙人士詬病之處即為輪椅席不足問題。今年（2016）七月一日起將進行封館整修，然國家戲劇院共有1524席座位，只有5席無障礙觀眾席。而國家音樂廳2064個位置，只有6席輪椅席，國家演奏廳361個座位中更僅有1席無障礙觀眾席。根據現行法令規定，《身心障礙者權益保障法》並沒有明確規範無障礙觀眾席的數量，而是透過各目的事業主管機關準用內政部營建署制定的《建築物無障礙設施設計規範》。但因為權責問題，兩廳院並不受其規範。身心障礙者的觀演權利不容忽視，政府應該儘速研擬將內政部營建署的規範整體適用，並且協調兩廳院輪椅席的增設，特向行政院提出質詢。,0902,
09,02,01,三十三、本院周委員春米，鑒於屏東縣部分鄉鎮之灌溉用水與民用水井中驗出汞、鉛與砷等重金屬，長期接觸可能造成皮膚癌，甚至是烏腳病。為避免當地居民健康受損，爰請相關部會提供協助與解決方法，特向行政院提出質詢。,0902,
09,02,01,三十四、本院李委員彥秀，建請行政院檢討兵役制度問題，是以針對明年是否繼續徵集1993年次以前之役男入營，服一年常備兵役。國防部原定2015年底後，不再徵召義務役役男服常備兵役；但2015年8月，因計志願役人數無法達標，宣布2016年將再徵集23100名役男入營，補足缺額。然現行是募徵併行制，預計今年底達成全募兵制目標可能延至明年。但對於83年次後，服完四個月軍事教育訓練即可，影響甚為不鉅，但82年底前出生之義務役男皆為不確定。茲事體大，至關重要，特向行政院提出質詢。,0902,
09,02,01,三十五、本院李委員彥秀，建請行政院檢討我國退除役官兵之退撫制度問題，是以針對許多傳聞、新聞，選服陳情案甚囂塵上，然因新政府上任至今，對於退輔會去向之政策搖擺不定，讓基層官兵與退伍軍人對國家信心不足，以致在第一線保家衛國之官兵無所依循與失去依靠，顯見退輔會之政策務必謹慎思維。茲事體大，至關重要，特向行政院提出質詢。,0902,
09,02,01,三十六、本院李委員彥秀，建請行政院檢討我國腸病毒流行季應變處置之機制與作為。鑒於現已進入腸病毒流行季間，且近日感染腸病毒重症個案數增加，顯見相關主管機關在防堵病毒傳染與宣導有所欠缺及失責之處。茲事體大，至關重要，特向行政院提出質詢。,0902,
09,02,01,三十七、本院李委員彥秀，建請行政院檢討我國陸客來台觀光減少之情事。在中國大陸最新旅遊政策中，鑒於總量限縮之要求，據估計今年下半年陸客來台觀光市場，將較去年同期淨減八成，此仍影響國內觀光及相關產業之發展甚鉅。茲事體大，至關重要，特向行政院提出質詢。,0902,
09,02,01,三十八、本院李委員彥秀，建請行政院檢討我國出口衰退與投資不振，且以致今年台灣經濟成長率恐無法保1%之下，這將是我國在金融海嘯後，第二度連續兩年經濟呈現低成長，更是亞洲四小龍排名之末。茲事體大，至關重要，特向行政院提出質詢。,0902,
09,02,01,三十九、本院李委員彥秀，建請行政院檢討我國桃園機場一遇暴雨、雷擊，即造成機場內部淹水與停電之事。國際機場是為國家門面之展現，各國都極為重視國內首都國際機場之建設、營運與管理。但今年6/2之雷雨，造成桃園機場全面停擺，無從解決。茲事體大，至關重要，特向行政院提出質詢。,0902,
09,02,01,四十、本院李委員彥秀，建請行政院檢討我國陸配取得公民權權益之問題。根據我國現行《國籍法》之規定，外籍配偶在入籍台灣前，必須於台灣合法居留連續三年，加上取得永久居留權後一年才能申請歸化、取得身份證。但中國籍配偶之入籍是依《臺灣地區與大陸地區人民關係條例》規定，必須合法居留四年、再取得永久定居權後兩年才使得完成歸化。無論是陸配或外配皆為我國新住民，是故，陸配權益之標準應比照外配。茲事體大，至關重要，特向行政院提出質詢。,0902,
09,02,01,四十一、本院李委員彥秀，建請行政院檢討我國「德翔台北」至3/10事發至今已經達三個月之久，後續引發包含損失求償比例、權責分工、生態復育等問題，至關重要，特向行政院提出質詢。,0902,
09,02,01,四十二、本院李委員彥秀，建請行政院檢討我國糧食議題，有關減少剩餘食物（剩食）之浪費，提出更細緻之糧食生產管理策略，盼能提升國人之健康與糧食安全思維，至關重要，特向行政院提出質詢。,0902,
09,02,01,四十三、本院李委員彥秀，建請行政院檢討我國於端午連假期間，提出國道夜間收費、國道客運全日優惠、台鐵加開春節規格車數等新政策。然根據高公局資料顯示，民眾用路習慣不見轉變，對於此次疏運政策之結果並不甚理想，更引發諸多民怨。茲事體大，至關重要，特向行政院提出質詢。,0902,
09,02,01,四十四、本院李委員彥秀，建請行政院檢討我國高等教育於國際間競爭力之表現。英國泰晤士報最新公布之亞洲大學排名，再度引起國內高等教育界之關注。在全球化與國際化趨勢之下，已使得各國過往封閉式之高等教育型態全然崩解，進入全新且未有之競爭與評比，也將為我國高等教育帶來衝擊。茲事體大，至關重要，特向行政院提出質詢。,0902,
09,02,01,四十五、本院李委員彥秀，建請行政院檢討我國豬農產業發展與轉型。台灣豬肉產業面臨國際豬肉進口競爭壓力，以及產業效率低落、飼養豬隻密集造成防疫防治之困難等，以至於在面臨當前環境，台灣養豬產業欲求生存，必須與農業發展、農村規劃、環保生態及國家經濟，甚至食安管理等工作緊密配合。茲事體大，至關重要，特向行政院提出質詢。,0902,
09,02,01,四十六、本院李委員彥秀，建請行政院檢討我國能源（用電）陷入供給危機。鑒於近年氣候異常頻傳，今年又適逢反聖嬰年，高溫炎熱更是難免，卻也提高限電之風險。政府至今明顯仍未清楚如限電一旦成真，可能帶來極為嚴重政治與經濟之後果，甚至造成產業、民生等之危機。茲事體大，至關重要！特向行政院提出質詢。,0902,
09,02,01,四十七、本院李委員彥秀，建請行政院檢討我國能源發展前景堪憂。鑒於能源政策是長久性之策略，並非短期可預見，但新政府要求2025年實現非核家園之願景，然卻自始未明確表示於非核化過程中，有關再生能源之發展、發電成本之提高、老舊設備之汰換與財源籌措等具體之規劃與發展。茲事體大，至關重要！特向行政院提出質詢。,0902,
09,02,01,四十八、本院李委員彥秀，建請行政院檢討我國登革熱防疫機制，台灣位處熱帶與亞熱帶地區，加上全球暖化嚴重，近年登革熱疫情好發於南部，疫情更可能擴及全國；為維護國人健康，政府應積極正視。茲事體大，至關重要！特向行政院提出質詢。,0902,
09,02,01,四十九、本院李委員彥秀，建請行政院檢討我國茲卡病毒防疫機制。台灣今年初國內首例境外移入茲卡病毒，依WHO所公布資訊，截至今年5月全球累計60個國家/屬地持續出現茲卡本土病例，主要仍集中於中南美洲及加勒比海地區（都是熱帶地區），疫情可能擴及全國，為維護國人健康，政府應積極正視。茲事體大，至關重要，特向行政院提出質詢。,0902,
09,02,01,五十、本院李委員彥秀，建請行政院檢討我國食安資訊管理機制過於紊亂繁雜。長期以來台灣食品安全問題存在諸多風險，潛在危險因子造成國人在食用產品無法放心，造成國人之恐慌，為維護國人健康，政府應積極整合。茲事體大，至關重要，特向行政院提出質詢。,0902,
09,02,01,五十一、本院李委員彥秀，建請行政院檢討我國面臨亞太區域經濟整合進展快速之下，遂有遭邊緣化之可能性，但仍未見我國外交部於政策中有實際之行動與處置。鑒於「TPP」、「AEC」、「AIIB」及「RCEP」等區域性之經濟組織持續且快速整合之下，更可能將拉大台灣與全球各國之競爭力條件。茲事體大，至關重要，特向行政院提出質詢。,0902,
09,02,01,五十二、本院李委員彥秀，建請行政院檢討我國面臨氣候變遷影響下，全球海洋漁業資源勢必將受衝擊，然台灣位在亞熱帶地區，對台灣漁業產品、食品之供需等，對於國內漁民之生計將有甚大之重要性。茲事體大，至關重要，特向行政院提出質詢。,0902,
09,02,01,五十三、本院李委員彥秀，建請行政院檢討我國東沙環礁國家公園生態保育及維護之工作。鑒於國內對海洋保育之意識抬頭與提升下，不僅東沙環礁地形之完備，又此國家公園為我國第七座國家公園與第一座海洋國家公園，更是目前台灣總面積最大之國家公園，勢必強化與宣導生態保育及復育之責。茲事體大，至關重要，特向行政院提出質詢。,0902,
09,02,01,五十四、本院李委員彥秀，建請行政院檢討我國520新政府上任之後，兩岸關係進入不穩定期，又面臨國台辦發言人於6月25日首度表態，兩岸聯繫溝通機制已全面停擺之下，甚影響兩岸和平穩定之發展。茲事體大，至關重要，特向行政院提出質詢。,0902,
09,02,01,五十五、本院李委員彥秀，建請行政院檢討我國對於世大運之籌辦進度與問題。2017年世大運是台灣在國際重大賽事中扮演主人角色之重要舞台，但至今世大運無論是場館、人力、資金等軟硬體層面，仍未見明朗，此有關台灣在國際場域之門面。茲事體大，至關重要，特向行政院提出質詢。,0902,
09,02,01,五十六、本院李委員彥秀，建請行政院檢討我國對於英國脫歐之事欲造成之衝擊與影響。鑒於英國脫歐公投結果舉世震驚，此事不僅激起全球政治漣漪效應，更包含全球股匯市之影響。茲事體大，至關重要，特向行政院提出質詢。,0902,
09,02,01,五十七、本院李委員彥秀，建請行政院檢討我國城鄉資源甚大，其中造成城鄉教育機會之不平等。近來不斷強調縮短城鄉間之落差，做到資源再分配以落實社會公平正義，然從教育平等之基礎出發甚為重要。茲事體大，至關重要，特向行政院提出質詢。,0902,
09,02,01,五十八、本院李委員彥秀，建請行政院檢討我國文創產業之發展重點。長期以來，文創政策屢受到質疑與抨擊，其中包含遊戲、出版、影視音、動漫等七大類，仍未見政府之發展核心重點與戰略方向。茲事體大，至關重要，特向行政院提出質詢。 質115,0902,
09,02,01,五十九、本院李委員彥秀，建請行政院檢討我國教育部所訂定之「加速國中小老舊校舍及相關設備補強整建計畫」。鑒於校舍耐震能力攸關校園安全，為解決國民中小學校舍老舊及耐震力不足之問題，勢必主管機關應盡速加快腳步。茲事體大，至關重要，特向行政院提出質詢。,0902,
09,02,01,六十、本院李委員彥秀，建請行政院檢討我國青年居住問題。鑒於近來全台房價不斷高漲，且住不僅是一項社會歸屬感，更是社會安定之重要指標，但都會區之房價一再屢創新高，更是國內眾多年輕人無形之壓力與負擔。茲事體大，至關重要，特向行政院提出質詢。,0902,
09,02,01,六十一、本院李委員彥秀，建請行政院檢討我國毒品過度氾濫之問題。鑒於近來國內透過將毒品不僅包裝精美，也以各式各樣方法規避毒品之查緝，甚已造成毒品無孔不入，防不慎防。茲事體大，至關重要，特向行政院提出質詢。,0902,
09,02,01,六十二、本院李委員彥秀，建請行政院檢討我國公共場域遊具趨向罐頭化之態勢。鑒於近來國內在戶外場合中，兒童遊樂設施已然成為政府便宜行事最佳象徵，以一致性之「罐頭」遊戲產品剝奪孩童在人生發展中之人生價值，藉此，勢必應要朝向多元化之發展。茲事體大，至關重要，特向行政院提出質詢。 質123,0902,
09,02,01,六十三、本院李委員彥秀，建請行政院檢討我國身心障礙兒童之「遊戲權」。鑒於身障兒童在國內並非有較為平等之機會參加遊樂、娛樂、休閒與體育之活動，但目前多數先進國家都極力發展以身障兒童為設計核心理念，賦予兒童能有健全且健康之成長與遊戲環境，顯見身障兒童已是普世認同之價值。茲事體大，至關重要，特向行政院提出質詢。,0902,
09,02,01,六十四、本院李委員彥秀，建請行政院檢討我國貧富差距之大。根據近來的民調顯示，有高達八成民眾認為台灣貧富差距甚為嚴重，貧富懸殊之問題甚是民怨之首。茲事體大，至關重要，特向行政院提出質詢。,0902,
09,02,01,六十五、本院李委員彥秀，建請行政院檢討我國青年人就業環境日益惡化，長期失業的年輕人比例逐年攀升。現今要找尋一份正職工作並非易事，許多年輕人只有時薪或派遣工作可找，而工作、薪水收入皆不穩定，且政府、學校和企業更以低薪來雇用年輕人，如此惡性循環結果，造就台灣就業環境之艱困。茲事體大，至關重要，特向行政院提出質詢。,0902,
09,02,01,六十六、本院李委員彥秀，建請行政院檢討我國戰機國造之政策。面對政府大力疾呼國防自主之願景，以及台灣在無法突破國防採購情況下，以國造代替採購，但國防政策乃是國家對外展現實力之重要一環。茲事體大，至關重要，特向行政院提出質詢。,0902,
09,02,01,六十七、本院李委員彥秀，建請行政院檢討我國推動新南向政策而特設新南向辦公室之可發揮實質效益。此為強化與全球及區域性之連結性，藉以提升對外經濟之格局及多元性，但能否提供資訊、建立溝通平台、整合資源，促進廠商跨界之合作，仍存有質疑。茲事體大，至關重要，特向行政院提出質詢。,0902,
09,02,01,六十八、本院李委員彥秀，建請行政院檢討我國加入RCEP之可行性。鑒於台灣是為海島型之經濟體，且區域性之經貿合作已是全球發展之趨勢，長期台灣仰賴對外之貿易，如遇出口不振，更勢必反映在經濟之成長與發展。茲事體大，至關重要，特向行政院提出質詢。,0902,
09,02,01,六十九、本院李委員彥秀，建請行政院檢討我國婦產科醫師短缺之困境，甚恐怕會逐漸惡化。鑒於台灣今日婦產科醫師之處境是每況愈下，全台灣368個鄉鎮市區中已有超過六成找不到婦產科醫師替人接生。茲事體大，至關重要，特向行政院提出質詢。,0902,
