term,sessionPeriod,sessionTimes,item,selectTerm,
09,01,02,九、本院王委員惠美，鑒於我國已是世界上人口老化速度最快的國家之一，在進入高齡化社會後，高齡者的教育及學習將成為重要課題；然而根據教育部及多個學術機構調查顯示，目前我國高齡者對於學習活動的需求和參與率都在低標。為因應高齡化社會以及落實終身學習之政策，政府有必要重新思考高齡教育實施的目標與方式，提高高齡教育預算，並建立完善教學相關制度以及培育專業師資，特向行政院提出質詢。,0901,
09,01,02,十、本院徐委員榛蔚，針對行政院院長今（105）年2月16日表示，經濟部地質調查所將於今年3月中依土壤液化狀態分級公布「全台土壤液化潛勢圖」，並由內政部提出配套措施，讓位於土壤液化潛勢區的民眾了解並做後續處理；政府積極作為實值嘉許，但如何保障民眾居住安全，並減緩民眾恐慌情緒，更為政府單位首要考量之務；爰建請相關中央主管單位於提出配套措施前應確切落實宣導，提供民眾充足資訊；內政部所提出之配套措施應涵括實際防災規劃，並研擬編列相關改善經費；後續亦應要求未來興建房屋應加強地質基礎和結構加強，克盡政府防治災害之責，特向行政院提出質詢。,0901,
09,01,02,十一、本院徐委員榛蔚，針對今（105）年2月6日發生之南台強震，再度對國人敲響天然災害的警鐘，而因強震所造成多間房舍崩塌與上百生命消逝，亦引發國人對於建築安全之重視；除相關地質狀況之調查與建築物體檢事項刻不容緩，相關法規之檢討修正更為必須，爰建請中央主管機關於一個月內完成建築管理相關法規之通盤檢討，並續就不符現行狀況者研提修正內容，以強化建築管理相關法制，俾使法律規範切合實際建管需求，特向行政院提出質詢。,0901,
09,01,02,十二、本院徐委員榛蔚，針對今（2/18）中國時報指出中油擬向經濟部提出浮動油價修正案，調漲偏遠、郊外觀光景點油料售價乙事，至表關心。由於汽油售價調整向來攸關民生甚鉅，中油既為國營事業，除在市場營運成本考量外，更需肩負政府力求平衡城鄉發展差距、維護消費者公平正義等責任，而偏遠及離島居民本就居於交通劣勢，補貼照顧都已嫌不足，怎能以地域歧視作為漲價之藉口，特向行政院提出質詢。,0901,
09,01,02,十三、本院徐委員榛蔚，針對近日國立政治大學（以下簡稱政大）與國立台灣科技大學（以下簡稱台科大）發表聯合聲明，表明兩校有意朝併校方向合作；惟依國內教育體系區分，政大係一般教育體系翹楚學府，台科大為技職教育體系龍頭學校，兩所本質優良之學校，合併之舉對我國教育體系發展與兩校全體師生權益之影響重大，但兩校師生多表示未曾被明確告知相關消息，主管機關教育部更稱意外，顯示兩校於研議整併方案時，未對學校師生充分揭露資訊，主管機關亦未掌握所屬院校情形，於師生之權益保障顯有所疏漏，爰要求教育部應儘速就國立大專院校整合方案進行檢討，並就目前整合（模式包括校內整合、校際整合、大學系統及整併）研議中或進行中之國立大專院校其各別影響進行評估，特向行政院提出質詢。,0901,
09,01,02,十四、本院蔣委員萬安，有鑑於知名法國藍帶廚藝學院擬於台灣設立據點，先因外資之限制，無法在台灣設立分校；復轉與高雄餐飲管理學院合資成立公司，欲聘兩名法國藍帶名廚來台授課，依法須以補習班名義招生，卻又礙於「就業服務法」之規定，致無法對外開班授課。此事件不僅凸顯我國相關法規有過時且僵化之虞，所涉之行政部門如教育部與勞動部等，亦缺乏積極而彈性之態度，審理外籍專業人士來台工作之案件。職是，本席主張在不影響本國勞工之權益下，相關部會應儘速檢討研修相關法令，以因應國際人才流動之趨勢；同時依規定增列指定外國人在台得從事之專門技術性工作內容，讓法國藍帶名廚得以來台教授廚藝，以滿足企業攬才及國人職能發展之需求，特向行政院提出質詢。,0901,
09,01,02,十五、本院林委員為洲，針對我國民眾對於自身勞工權益了解薄弱，使民眾於職場上遭遇到相關勞工問題時，因自身對於勞工權益相關法規的不了解，致自身相關權益受損，故為使我國人民加強基本勞工權益意識，應將基本勞工權益相關規範和程序管道納入各級學校課程，敬請行政相關單位研議後提出相關政策，特向行政院提出質詢。,0901,
09,01,02,十六、本院林委員為洲，針對我國觀光市場，近日東南亞旅客逐漸增多；另東協市場係為世界各國爭取的新興經濟體之一，惟臺灣東南亞語言之人才培育長期欠缺，且並未因新住民而取得優勢，爰此急需檢討。故本席要求行政院相關部門，以我國東南亞新住民為主，制定一系列東南亞語言、文化專家培育政策，並鼓勵大學將原已飽和的外文（英文）系改設為東南亞語相關學系，以利推廣我國與東南亞國家深化交往之基礎，特向行政院提出質詢。,0901,
09,01,02,十七、本院林委員為洲，針對台灣食品標示的品項與內容雜多，消費者面對眾多化學名詞，大部分都不清楚其意涵。尤以國人常食用之泡麵為主，其標示內容成分，共多達近百種以上，面對眾多的化學名詞，民眾不見得全盤了解，故學者及專家建議適當標示食品成分，才能真正保障食安。爰此本席要求衛福部等相關機關，研議將現行標示品項朝向簡化，特向行政院提出質詢。,0901,
09,01,02,十八、本院林委員為洲，針對智慧型手機為國人每日必用之3C產品設備，其裝置中的APP程式更為五花八門，然年輕人持有智慧型手機為多主流，政府單位針對APP卻未做分級管理，如時下常用的社交軟體，較易成為犯罪之所用。故本席要求行政院相關單位，應儘速與販賣手機業者、電信公司、手機APP程式開發販賣商等，共同研議制定未成年使用APP之相關分級規範或限制，以確保未成年者不受犯罪之誘惑或迫害，特向行政院提出質詢。,0901,
09,01,02,十九、本院林委員為洲，針對大眾運輸系統，如台鐵、高鐵、捷運等，常因天然或人為災害造成誤點或停開，然大部分民眾在抵達車站後才發現延誤情況，常因此引發搭車乘客不滿情緒，更造成民眾不必要的時間、金錢成本浪費。故本席要求交通部與國家通訊傳播委員會共同研議，針對大眾運輸系統，受到突發事故而產生延宕時，應立即主動以簡訊等方式，傳遞訊息致民眾手機，或以訊息跑馬燈方式，在各電視頻道進行宣傳，讓民眾能在第一時間掌握交通搭乘資訊，特向行政院提出質詢。質37,0901,
09,01,02,二十、本院林委員為洲，針對全國國中小、幼兒園等營養午餐，先前除受食安風暴影響外，更爆發某縣市營養午餐食材供應商，使用逾期食品加工使用，嚴重影響學生健康。故本席要求教育部、衛福部等相關單位，應參酌新北市政府推動之「安心蔬菜計畫」或其他相關政策、研究報告等，擬定學校營養午餐提供有機蔬菜與在地食材之政策，以提升學生飲食健康，特向行政院提出質詢。,0901,
09,01,02,二十一、本院林委員為洲，針對我國學童過胖比例接近26%，恐增加三高、心血管及癌症等疾病年輕化；另我國營養午餐在追求安全、健康等飲食環境下，卻造成孩童大量購買外食，並促使營養午餐成為大量廚餘，使原本政策美意大打折扣，主因係為我國欠缺「食育」教育。故本席要求教育部、衛福部相關單位，應跨部會儘速研議我國食育政策，從小培養孩童正確的飲食認知與健康豐富的飲食環境，特向行政院提出質詢。,0901,
09,01,02,二十二、本院林委員為洲，有鑑於毒品濫用問題以三級毒品為主要，其中K他命更為大宗，以現行法對於持有三級毒品罰則僅有罰鍰及毒品危害講習，行政罰似不能有效嚇阻毒品施用者，本席建議相關單位對於K他命及其他類似之三級毒品等級與罰則進行修正研議，特向行政院提出質詢。,0901,
09,01,02,二十三、本院曾委員銘宗，針對「比特幣」技術區塊鏈（block-chain）一案，特向行政院提出質詢。,0901,
09,01,02,二十四、本院黃委員昭順，要求政府嚴格把關，減少掛羊頭賣狗肉之不法，據悉部分上市公司，常有以灌業績來美化財務之行徑，藉民眾無相關資訊或不甚了解之盲點，以華麗藻詞吸引投資人投入大筆金錢，甚或明明景氣不佳市場低迷，卻仍鼓動投資人危機入室，肇致民眾財物損失，為保障全體投資人權益並免遭誤導而損失！特向行政院提出質詢！,0901,
09,01,02,二十五、本院黃委員昭順，針對據報導寒假過後諸多縣市將可能取消國小免費營養午餐，並改為部分由家長負擔乙節，咸認此舉形同變相加稅，不僅加重民眾生計負擔，亦將衝擊市場消費力，導致經濟更形萎縮，建請政府主管機關應審慎思考，並同意全額補貼地方政府，讓國家未來主人翁繼續享有免費營養午餐，以彰顯政府福利政策，為避免徒增影響國內本來已形同萎縮之經濟發展，平添更多不穩定變數！特向行政院提出質詢。質49,0901,
09,01,02,二十六、本院黃委員昭順，基於鼓勵青年返鄉創業並防止人才外流，建請政府大幅放寬青年創業貸款最高額度為新台幣1000萬元，育成輔導及具有開創性、趨勢性行業青創貸款最高額度則不受限制，另返鄉創業的青年創業貸款額度一律加倍提供，期盼實質協助青年創業，保障青年成家，更協助地方留住人才，俾利國家經濟總體競爭力之提升！特向行政院提出質詢。,0901,
09,01,02,二十七、本院黃委員昭順，針對近來媒體披露，多數公私立中小學午〈晚〉餐質量不符社會期待，引發諸多聯想，家長迭有抱怨與質疑，特要求政府當局責令主管機關深入查察並儘速導正，若發現事涉不法則依法嚴辦，絕不寬貸！特向行政院提出質詢！,0901,
09,01,02,二十八、本院黃委員昭順，針對國內航空公司高齡機數量，據主管機關民航局資料顯示，居然高達59架實不可思議，本席質疑交通部及民航局，為何不能立即終止高齡機繼續升空營運，反而還放任國內各航空公司的高齡機載著旅客世界趴趴走，這對於飛安難道不會造成極大威脅？更遑論民眾搭機恐慌的感受，主管機關應深入查察，在未能清楚向國人說明及確保飛安無虞前，對相關高齡機應有必要限制措施，嚴重者應要求立即停飛並汰換，否則處以停飛之重罰，期確保飛航安全！特向行政院提出質詢。,0901,
09,01,02,二十九、本院黃委員昭順，針對國內經濟整體景況非但未見春燕，返還持續低迷，百業不見景氣，物價卻迭迭飆升，人民幸福指數偏底，生活壓力沉重！為照顧清寒學子，籲請政府應考量協助減輕助學貸款負擔，除透過協商優折應償還學貸餘額，並可考慮「以工代償」模式還款，讓清寒子弟學成畢業後能安心就業立身成家，特向行政院提出質詢。,0901,
09,01,02,三十、本院黃委員昭順，針對陸方在幾無預警之下，突然於105年2月1日啟動「陸客中轉」機制，這是我方爭取許久，但卻一直未獲積極回應之事，且據悉陸委會直到當日才確實掌握情況，顯見事態發展並不尋常。此8名陸客分別自南昌、重慶、昆明等三個試點搭機來台，再轉機前往曼谷與洛杉磯，然耐人尋味的是，自這8名陸客搶得來台中轉的頭香後，迄今未見「後繼有人」？彷彿船過水無痕，且更值得推敲的是，過往中轉問題一直卡在陸方堅持「兩證一簽」，但據報導，首發的陸客中轉卻僅持機票、護照及入境國簽證，未備「兩證一簽」即順利過境，與國際慣例無異，這是否將形成陸客中轉標準模式？陸方事後也未做出明確的政策說明，此種事前未告知事後不說明的方式，難道不耐人尋味嗎？尤以此舉；緊接在陸方限縮陸客來台名額後，更引起外界諸多揣測，咸認為是棍棒胡蘿蔔兩手策略。本席以為；縱然「陸客中轉」真屬突破性進展，我方卻不能一廂情願，尤其是總統當選人背負「遠中」甚至「反中」基本教條，兩岸可能漸行漸遠，如何在政治與經濟的鐘擺間，取得完美平衡？及維護尊嚴又不失現實利益？將是政府未來嚴酷的考驗，特向行政院提出質詢。,0901,
09,01,02,三十一、本院黃委員昭順，針對「跨太平洋夥伴協定」（TPP）日前正式在紐西蘭簽署，籲請政府應再快馬加鞭，積極以應。加入TPP能增加出口改善經濟，更有使法規與國際接軌、帶動投資等諸多利益，對台灣絕對有利。理論上說；產業與國民應支持都來不及，遑論堅決反對；但實情並非如此。消保團體擔心食品安全、農民擔心開放、勞工害怕失業、公民團體擔心貧富差距惡化及喪失環境主權，各種反對聲音在瀰漫中。這種情勢意味著要凝聚共識成功加入TPP，重點不在反覆宣導非加入不可的原因，更不在要求各部會用光速進行法規盤點，而在於告訴大家這些擔心哪些是真的？哪些是多慮了；更要告訴大家，對我們的衝擊果真出現時，程度會多大？影響有多深？更重要的是，政府將會如何因應、控制、消除食安風險、產業及勞工衝擊、改善貧富差距及確保環境主權。遺憾的是，目前政府的推動重點仍停留在繼續辯護加入的迫切性及要求各部會加速盤點；這些工作並非不重要，卻不是凝聚共識的關鍵。政府要想推得動TPP，關鍵必須是對症下藥，例如對於美豬、日本食品及基改作物等食安問題，必須責成相關部會提出讓人信服的影響評估及因應措施，要責成勞動部及農委會不能再置身事外，而要積極端出有感的輔導協助措施，才能導正國人誤解，早日完成準備，特向行政院提出質詢。,0901,
09,01,02,三十二、本院黃委員昭順，針對日本沖繩縣的副縣長及漁民於日前向內閣反映，希望日本政府能修改「台日漁業協議」，將部分協議適用的海域及漁場摒除在協議之外。建請政府重度關切此事，不只要維護我國漁民權益，更要捍衛我國主權，展現我國堅定維護釣魚台主權與漁權的決心，特向行政院提出質詢。質63,0901,
09,01,02,三十三、本院黃委員昭順，針對高雄美濃2月6日發生芮氏規模6.4地震，造成台南永康區維冠金龍大樓等多處建築物倒塌。為了強化建築物設計及施工管理效能，建請內政部修正建築相關法規，藉由第三公正單位協助辦理審查及現場查驗機制，以確保建築物設計及施工品質，特向行政院提出質詢。,0901,
09,01,02,三十四、本院許委員淑華，鑒於將推動的新DRGs品項，健保署應加強品質查核及人命維權配套作為，提出如何有效監測，鼓勵醫院提供有效的積極治療，讓醫院能夠正確、有效地照顧病患；對重症及複雜度高的病患，健保署雖採事後審查，但要鼓勵提倡醫療品質從優給付核實申報者。積極多元有效溝通，提出完整合理配套作為，讓對的事做對；也期望未來新制能除弊並興利，讓台灣健保永續經營造福國人。爰此，特向行政院提出質詢。,0901,
09,01,02,三十五、本院許委員淑華，鑒於台灣燈會為觀光局每年辦理國際性燈會活動，近年為結合觀光，展出場地多選在高鐵站週邊，惟今年燈會舉辦時似乎未考量民眾搭乘高鐵之便利性，使得桃園高鐵工作人員屢成民眾抱怨對象。為降低台灣燈會舉辦對高鐵乘客產生之影響，並避免民怨打擊高鐵公司員工士氣，主管機關應重新檢討管制方式，讓桃園高鐵站在燈會期間能維持以往之便利性，爰此特向行政院提出質詢。,0901,
09,01,02,三十六、本院許委員淑華，鑒於近幾年來屢傳出大樓外牆磁磚剝落事件，為保障行人安全，及避免近幾年天氣詭譎多變，颱風、氣候異常等導致部分大樓外牆磁磚剝落，營建署應將屋齡超過十年之大樓外牆檢測納入每年主動申報機制。此外，現今我國各大樓外牆的磁磚或石材，不論是公共工程委員會或民間的建築團體，對於如何貼著與工法，至今都尚無一套標準施工規範，相關單位應儘速訂定磁磚與石材的施工規範，爰此特向行政院提出質詢。,0901,
09,01,02,三十七、本院許委員淑華，鑒於近年每次地方政府招考清潔隊員，總會出現一些碩士、甚至博士高學歷者報考，此為碩博士在校所學專長，在就業市場上缺少需求所致。培養出一名碩博士，國家需要對其投入許多高教資源，但其最終才無法以其所學回饋貢獻社會，明顯是國家資源的浪費，主管機關應檢視台灣高等教育與就業市場及社會發展需求的銜接上之問題，以免資源浪費，爰此特向行政院提出質詢。,0901,
09,01,02,三十八、本院徐委員榛蔚，鑑於近來一連串釣魚臺以及南海主權爭議，引起國人及國際高度關心，因事涉歷史淵源、國人情感、漁業開發、經濟活動、國防戰略價值、國際政治角力以及實質管轄權等多方因素，政府相關單位應共同組成專責跨部會小組，向國人和國際做出適時適切回應與宣示，特向行政院提出質詢。,0901,
09,01,02,三十九、本院徐委員國勇，為降低我國交通亂象以及肇事率，就駕訓班申請派督考申請資格，特向行政院提出質詢。,0901,
09,01,02,四十、本院徐委員國勇，就臺北市政府已將大巨蛋案相關卷證移送法務部、最高檢察署特偵組以及臺北地方法院檢察署等機關，針對該案是否已立案偵查，特向行政院提出質詢。,0901,
09,01,02,四十一、本院徐委員國勇，針對國立中正大學犯罪研究中心民意調查顯示，我國民眾對於司法之信任度持續下滑，特向行政院提出質詢。,0901,
09,01,02,四十二、本院徐委員國勇，就近日網路流傳影片中，憲兵結訓操演分列行進腳步十分凌亂，造成社會觀感不佳，影響國軍形象，特向行政院提出質詢。,0901,
09,01,03,一、本院徐委員國勇，有鑒於手機APP叫車服務Uber於我國產生諸多合法性爭議，特向行政院提出質詢。,0901,
09,01,03,二、本院徐委員國勇，針對PM2.5空氣污染問題日益嚴重，特向行政院提出質詢。,0901,
09,01,03,三、本院廖委員國棟，鑒於交通部去年承諾機場捷運將於今年3月通車，然經高鐵局測試近46項劇本中，尖峰時間3分鐘發車、直達車35分鐘抵達與普通車平均時速等測試，始終達不到標，連下階段的系統整合測試都無法開始，3月通車確定無望。機場捷運6度跳票，不僅不符國人期待，其中是否有人謀不臧更需調查，爰要求行政院於一個月內擬具檢討報告，特向行政院提出質詢。,0901,
09,01,03,四、本院廖委員國棟，鑒於本次流感季自去年7月1日以來，已累計771名流感併發重症確定病例，其中69名死亡，根據資料發現，重症患者有9成5以上未接種流感疫苗。顯見行政院並未積極宣導民眾接種疫苗，造成本次流感大流行，為避免感染人數持續上升，增加醫療人員負擔，除要求行政院於一周內擬具檢討報告外，還應加強宣導民眾接種疫苗，降低民眾染病機率，特向行政院提出質詢。,0901,
09,01,03,五、本院陳委員學聖，針對勞動部因應勞動基準法第30條之修正，而將施行細則第23條有關國定紀念日、勞動節日及其他應放假日之項目修改，致使勞工休假權益受到影響。爰此，特向行政院提出質詢。,0901,
09,01,03,六、本院林委員為洲，有鑑於誠正中學為矯正教育重要學校之一，戒護人員是否充足係矯正教育亦攸關學生以及教職員工之安全，但誠正中學學生目前有270餘位，而警衛隊目前僅有31位警員，扣除輪班及休假，實有人員不足之情形，本席建議相關單位研議誠正中學以及其他矯正教育單位之戒護人員數目是否充足進行通盤討論，特向行政院提出質詢。,0901,
09,01,03,七、本院林委員為洲，針對臺灣民眾使用安眠藥，一年的數量統計達到3.39億顆，儼然成為藥物濫用之現象。然衛福部針對安眠藥之使用而制訂「安眠藥稽核專案計畫」，其績效仍不理想。故本席要求衛福部，對於民眾因睡眠障礙的因素，而長期大量使用安眠藥之現況，應從重視醫療睡眠中心等相關專業部門看診建置及宣傳，讓民眾可以真正了解問題，才能達到對症下藥的效果，特向行政院提出質詢。,0901,
09,01,03,八、本院林委員為洲，有鑑於網路購物網站近期蓬勃發展，新型態的網購模式層出不窮，利用定型化契約使消費者於不知情狀況因而發生許多消費爭議。本席建請相關單位針對國內拍賣網站業者，於相關易於定型化契約內引發消費爭議條款需要清楚明顯提示消費者，特向行政院提出質詢。,0901,
09,01,03,九、本院林委員為洲，針對教育部推動公立大學合併後，引發將合併雙方師生不滿，對於即將報考學測、指考的高三學生，也影響其志願的選填，家長們亦怨聲載道。為因應少子化，讓教育資源更加集中化而選擇學校合併，其精神與目的系為正確，然合併成功與否，取決於兩校師生的意向動態。故本席要求教育部，應儘速針對大學合併的模式，建立一套兩校溝通協調之管道，並擴大由學生代表、教授代表參與，在獲取共識下，再行推動合併政策，特向行政院提出質詢。,0901,
09,01,03,十、本院林委員為洲，針對台灣消防人員人力不足和工時過長之問題，致影響救災之效率，為維護社會公共安全和人民生命財產安全之維護，實現憲法維護人民福祉和社會安定，建請行政院相關部會檢視目前消防體制和研議相關改善政策，完善目前消防系統，提升救災效率，特向行政院提出質詢。,0901,
09,01,03,十一、本院林委員為洲，針對健保署近日推動「跨院照會」制度，引起醫師與民眾反彈，主因係醫學中心醫師須外出至地區醫院訪視病患，在此期間，本身的業務或需治療的病患也因此耽誤；病患在轉診後，其轉置過程是否妥當或途中發生任何問題，將可能引起更多醫療糾紛。故本席要求衛福部對於「跨院照會」制度，應先行暫緩推動，並與醫界、病患就行溝通與調查意象，再決議是否推動，特向行政院提出質詢。,0901,
09,01,03,十二、本院蔡委員易餘，鑒於水上鄉是嘉義縣人口最稠密鄉鎮之一，交通部鐵路改建工程局「鐵路高架化計畫」卻未延伸至水上鄉，不僅阻礙北迴歸線太陽館發展，且造成當地交通堵塞狀況惡化，嚴重影響用路人行車安全。建請交通部審慎評估，將嘉義鐵路高架化延伸至水上南靖糖廠，特向行政院提出質詢。質23,0901,
09,01,03,十三、本院蔡委員易餘，鑒於水土鄉老年人口比例高，爰水上火車站擬增設無障礙電梯，以利鄉親。臺灣鐵路管理局於104年將該工程編列於「鐵路行車安全六年改善計畫」中，工程一再延宕。建請交通部評估檢討電梯興建乙案，提前辦理，並提出具體完工時程表，特向行政院提出質詢。,0901,
09,01,03,十四、本院蔣委員乃辛，有鑑於「台南大地震」造成超過上百人傷亡，以及許多建築也受地震影響導致房屋塌陷。而根據教育部統計，截至105年2月15日止，全國共計有485所學校因地震影響導致結構受損，部分學校甚至出現校舍磚牆裂開、鋼筋外露、天花板掉落等結構性及非結構性震損，影響校園環境安全！行政院自93年起陸續進行學校建物耐震力評估及補強，迄今已投入超過700億元經費，確保校園建物的耐震能力達到CDR值大於1.0的安全標準，以維護學生安全。但根據教育部統計，目前全國仍有超過3000棟校園建物尚未完成補強，甚至還有122棟校園建物是高度震損風險但尚未完成拆除，使學生暴露於危險環境中。為維護學生就學安全，並且參考日本防災經驗，提高學生面對地震發生時的避難能力，爰要求行政院：一、全面清查各級學校內所有建物受損情形，加速有安全疑慮之建物或老舊建物修復與強化，確保學生就學安全。二、將各類防災避難及事前準備知識納入課程綱要，提高學生對於災難認知及應變能力。三、仿效日本防災教育，每學期應實施各類災害避難演練（例如：火災及地震演練），提高校園師生面對災害發生時緊急應變之熟悉度，並責成主管機關嚴格監督學校落實各類災難演練，確保學生就學安全，特向行政院提出質詢。,0901,
09,01,03,十五、本院黃委員昭順，針對學生於註冊後因故辦理退（休）學，退費引發爭議，籲請主管部會正視。近來各校已陸續開學，然因註冊時間未必齊一，再因考制因素，各校錄取新生（含轉學生）之通知時間亦不全然相同，肇致考生及家長因有顧此失彼的擔心，多於學校註冊期限前即完成繳費，以保證有學校可讀，惟在其間當其他學校亦告知被錄取，或其他原因學生後悔欲選擇他校時，在申請已註冊學校退費時卻迭生爭議，雖然教育部已有明文規定，但繳費時家長及學生並未獲知相關資訊，肇致爭議及財物損失，為保障學校、學生及家長權益，請教育部應即補強改進！特向行政院提出質詢。,0901,
09,01,03,十六、本院黃委員昭順，針對十二年國教一綱多本衍生弊端，爭議迄今不斷，要求主管機關正視並速謀因應策略。特別是自今（105）年起高教少子化海嘯所引發的大學退場、十二年國民基本教育全面免試入學和課綱調整等爭議性較大，在整體條件未臻成熟，全民共識亦未完全整合，有關一意孤行實有待商榷，本席籲請政府允宜謙卑、謙卑、再謙卑，先凝聚社會共識、尊重教育專業決策意見，才能穩健的採行正確、可行的教育行政手段。千萬不要政治正確、民氣可用，使得國家教育陷入意識形態或民粹改革的漩渦之中。另有關一綱多本加重家長負擔部分，教育主管當局應立即調查並檢討調整，以杜絕官商勾結，避免汙染教育美名！製造社會疑虞，特向行政院提出質詢。質31,0901,
09,01,03,十七、本院黃昭順委員，針對企業放無薪假人數又見新高，要求政府應主動積極設法遏阻，確保勞工權益。據勞動部日前公布最新實施「無薪休假」事業單位統計數字，截至本（105）年2月1日昨天止共42家、1346人實施，比上一期增5家、人數增166人。本席具體建議政府應考慮實施課徵「企業道德捐」，合併實施取消企業租稅優惠，有效反制企業假藉成本考量，對員工任加施行無薪假措施，特向行政院提出質詢。,0901,
