term,sessionPeriod,sessionTimes,meetingTimes,agendaNo,billName,docUrl,selectTerm,
09,04,02,,4,本院委員林德福等18人臨時提案，有鑑於研究顯示，汽車駕駛如果只睡4小時，開車發生車禍機率，比睡眠7小時以上的駕駛高出4倍，跟「酒後駕駛」的車禍機率是相類似的。因此，「疲勞駕駛」跟「酒後駕駛」一樣危險。本席爰提案要求交通部應進行研議推動客運、貨運業者安裝「疲勞駕駛警示系統」記錄職業駕駛行為，以防範客運與貨運司機疲勞駕駛，減少交通意外發生，保障民眾生命財產安全，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/02-1061003/0904021061003_004.pdf,0904,
09,04,02,,5,本院委員江啟臣等14人臨時提案，有鑑於近年來發生多起瘋狗浪意外，包括在不同海域多名釣友落海死亡及百名釣客受困於基隆港東岸防波堤等事件，顯示出相較於地震土石流，民眾對海洋的知識不足，欠缺防災素養。雖然教育部在國中、小的海洋教育已經落實，但對於成人教育推動成效，還有進步的空間。並且氣象局雖已發布「長浪即時訊息」警示民眾，但僅侷限在全台近海十七處浮標。爰此，建議教育部應與相關協會合作，辦理更多防災宣導活動；並且建請氣象局可擴展發布即時訊息的地域範圍，提升至鄉鎮級，並研發針對海域活動的海氣象app，提供各海水浴場精確度較高的資訊，降低意外的發生率，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/06-1061031/0904061061031_004.pdf,0904,
09,04,02,,6,本院委員張麗善、呂玉玲等16人臨時提案，有鑑於今年九月十一日在國道一號北上岡山段，阿羅哈客運司機因閃車急切到內線車道，撞上護欄，造成六死十一傷之重大車禍，肇事原因為客運司機疏失，顯示客運司機管理問題，建請交通部研議增設駕駛員安全檢查之藥物檢測，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/07-1061107/0904071061107_005.pdf,0904,
09,04,02,,7,本院委員黃偉哲等11人臨時提案，有鑑於國內電動機車在電池、充電器與車身間的接頭未有統一規格，造成國內電動機車廠商各自採用不同規格的接頭，既不便設置共用的充電站，又不利使用者維修，導致市場難以發展，爰建請經濟部研擬電動機車電池接頭、充電器與車身間之規格標準化相關辦法，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/06-1061031/0904061061031_008.pdf,0904,
09,04,02,,8,本院委員盧秀燕等11人臨時提案，有鑑於塑膠軟質桌墊為學童與辦公室常用之事務文具用品，然依經濟部標檢局隨機檢測20件塑膠軟質桌墊，其中4件塑化劑含量不符標準，含量為16.4%至23.5%之間，超過國家標準0.1%限量值要求。磷苯二甲酸酯類塑化劑長期將干擾正常內分泌系統的平衡及功能；爰此，本席建請行政院儘速改善塑膠軟質桌墊之品質安全性，避免影響民眾的身體健康，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/02-1061003/0904021061003_008.pdf,0904,
09,04,02,,9,本院委員蔣乃辛等16人臨時提案，有鑑於國人嗜食甜品與高糖飲料，通常喝一杯市售飲料（珍珠奶茶或可樂等），就已超過每日的含糖攝取量（世衛建議不宜超過每日總熱量5%，大約25克），因而導致成人肥胖盛行率達43%，國小學童則為30.4%，成為亞洲人口最肥胖的國家。越來越多科學證據顯示，吃糖會增加許多疾病風險，以國內十大死亡原因為例，其中八項與超額攝取糖份有關，包括惡性腫瘤、心臟疾病、腦血管疾病、糖尿病、慢性下呼吸道疾病、高血壓性疾病、腎病變及慢性肝病等，而專家指出，國人每年花在治療相關疾病高達270億以上。為了有效制止肥胖人口，歐美各國包括英、美、法、比利時、匈牙利、墨西哥及北歐多國相繼針對含糖飲品課徵含糖稅。同時一份論文指出：飲料徵稅可減少成人過重比例為66.9%-62.4%；可減少孩童過重達32.3-27.0%。上述研究顯示課徵飲料含糖稅，確實有助降低國人肥胖比例。為維護國人健康及降低肥胖率，本席等要求行政院儘速研擬課徵含糖飲料價格稅，專門用於防治肥胖及診療衍生疾病之相關預算；降低國人每日含糖攝取量；管制飲料廣告，尤其禁止針對兒童的行銷活動；改變食品產業鏈甜度配方；加速健康飲食與減糖教育，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/02-1061003/0904021061003_009.pdf,0904,
09,04,03,,1,本院委員蔣乃辛等19人臨時提案，針對九月上旬新任閣揆賴清德對外宣布，明年軍公教加薪3%，部分縣市政府不久後也跟進，以自籌款為臨時人員加薪，看似皆大歡喜，但有一群在公立幼兒園任教的契約進用人員（包括教保員、助理教保員、護理師、社工及廚工）在這波加薪中，各地方政府並未將她們納入加薪範圍內，且歷年的加薪與平常的公教福利，任職的地方政府或學校也都未將其納入，導致他們成為「總是被遺忘的一群」；根據教育部資料，受影響的公立學校附設幼兒園契約進用人員3612 人，預計調薪所須經費計新臺幣約4096萬元。為了替這群「總是被遺忘」的基層教育契約進用人員爭取應有的加薪福利，本席等要求行政院全額補助各縣市，替這群基層教育工作者加薪；儘速修法將其納入常態加薪的範疇，讓她們安心幼教工作，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/03-1061006/0904031061006_001.pdf,0904,
09,04,03,,2,本院委員李昆澤等14人臨時提案，鑑於客家基本法已明文規定客家文化重點發展區應推動客語為公事語言，服務於該地區之公教人員，應加強客語能力。但實際上有近四成的重點發展區未落實公事客語的服務。去年度國家考試首度納入「客語口試」項目，為擴大公事客語服務的能量，落實客家基本法的精神，爰此，要求相關國考錄取人員應優先分發至客家重點發展區域中還沒有推動「公事客語」的行政區。而針對尚未推動「公事客語」的行政區，也應鼓勵公務員報考客語認證或進修客語，並廣納熟悉客語的民眾擔任志工服務，以擴大公事客語的應用比例，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/10-1061128/0904101061128_010.pdf,0904,
09,04,03,,3,本院委員羅明才、徐志榮等11人臨時提案，鑒於＜各類所得扣繳率標準＞第二條、第三條有關政府舉辦之獎券（包含統一發票）中獎獎金獎額已近38年間未經調整。又根據行政院主計總處公告，40歲以下年輕人的薪資收入調查倒退到19年前的水準；而消費者物價指數則較38年前成長142.36%，薪資所得負成長與消費者物價指數不斷攀升的情況下，不斷壓縮民眾實質可支配所得。爰此，本席建請財政部修正＜各類所得扣繳率標準＞，將政府舉辦之獎券中獎獎金獎額免稅門檻由現行的新臺幣二千元調高為新臺幣五千元，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/06-1061031/0904061061031_005.pdf,0904,
09,04,04,,1,本院委員曾銘宗等12人臨時提案，鑒於國人老後面臨貧困及過勞等問題逐年惡化，建請行政院督導國發會會同相關部會，提出具體解決方案，以保障國人老後享有安穩的退休生活，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/04-1061017/0904041061017_001.pdf,0904,
09,04,04,,2,本院委員李彥秀等12人臨時提案，鑒於野生動物保育法（簡稱野保法）第52條第3項規定非法買賣或獵捕保育類野生動物，主管機關得放生或遣返該動物，且所需費用得向行為人收取，惟立法至今卻尚未有相關求償案例，故建請農業委員會（簡稱農委會）於二個月內建立完整之收取費用標準並積極向行為人求償，以增加行為人之責任，方能減少走私、盜獵或買賣保育類野生動物之情況，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/04-1061017/0904041061017_002.pdf,0904,
09,04,04,,3,本院委員吳志揚、徐榛蔚、黃昭順、蔣萬安等11人臨時提案，有鑑於特殊教育法第18條已明定特殊教育與相關服務措施提供與設施設置，以確保身心障礙者受教之權利。惟國內高級中等學校中仍有部分並未依法設立適當之無障礙設施，據統計截至105年8月底，171所國立高級中等學校中應設置無障礙設施而未設置者尚有105所，所需設置無障礙設施計有1939項，明顯未顧及身障者之受教權，亟需進行督導並要求改善，故此建請政府相關單位，針對公私立高級中等學校進行校園無障礙設施總體檢，並限期提出改善方案，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/04-1061017/0904041061017_003.pdf,0904,
09,04,04,,4,本院委員張麗善等18人臨時提案，有鑑於再生能源政策，政府鼓勵各式太陽能發電，包含屋頂與地面型兩大類，近期以來，許多農地裝設屋頂型太陽光電設備，農地本身無農業經營之情事，衍生「假農作、真種電」之爭議，有違農地農用原則，建請農委會盡速研議杜絕假農作真種電之情況，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/05-1061024/0904051061024_003.pdf,0904,
09,04,04,,5,本院委員李昆澤等14人臨時提案，鑑於客家基本法已明文規定客家文化重點發展區應推動客語為公事語言，服務於該地區之公教人員，應加強客語能力。但實際上有近四成的重點發展區未落實公事客語的服務。去年度國家考試首度納入「客語口試」項目，為擴大公事客語服務的能量，落實客家基本法的精神，爰此，要求相關國考錄取人員應優先分發至客家重點發展區域中還沒有推動「公事客語」的行政區。而針對尚未推動「公事客語」的行政區，也應鼓勵公務員報考客語認證或進修客語，並廣納熟悉客語的民眾擔任志工服務，以擴大公事客語的應用比例，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/10-1061128/0904101061128_010.pdf,0904,
09,04,04,,6,本院委員蔣乃辛、陳歐珀、王惠美等17人臨時提案，針對內政部資料顯示，106年中台灣老年人口已超過313萬（占總人口13.33%），預估107年將邁入高齡社會（老年人口超過14%），及115年進入超高齡社會（老年人口超過20%），且我國人口扶養結構已轉變為以扶老為主的社會。而一份老年人就醫不友善大調查指出，75%長者認為就醫環境充滿不便，並指出老人到醫院看多重慢性病，需分科掛號，造成就診次數多、候診時間長，就醫不方便等不友善醫療。專家批評老人看病、等藥耗一整天，形同折磨老人家。為落實老人照護，及營造高齡友善醫療環境，建議行政院推動老人整合友善門診制度（包括掛號、跨科或多科看診/會診、檢驗、領藥、批價等完整的友善醫療），以減輕銀髮族就醫的不便，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/04-1061017/0904041061017_006.pdf,0904,
09,04,04,,7,本院委員羅明才、徐志榮等11人臨時提案，鑒於＜各類所得扣繳率標準＞第二條、第三條有關政府舉辦之獎券（包含統一發票）中獎獎金獎額已近38年間未經調整。又根據行政院主計總處公告，40歲以下年輕人的薪資收入調查倒退到19年前的水準；而消費者物價指數則較38年前成長142.36%，薪資所得負成長與消費者物價指數不斷攀升的情況下，不斷壓縮民眾實質可支配所得。爰此，本席建請財政部修正＜各類所得扣繳率標準＞，將政府舉辦之獎券中獎獎金獎額免稅門檻由現行的新臺幣二千元調高為新臺幣五千元，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/06-1061031/0904061061031_005.pdf,0904,
09,04,04,,8,本院委員盧秀燕等11人臨時提案，有鑑於目前行動應用程式普及性廣大，然市面上許多應用程式於下載時都會跳出一頁面，描述各項須知並設同意或不同意按鍵，倘若要下載該應用程式，則形同被強迫選擇按同意鍵，業者將可從中蒐集手機電話簿、手機圖片等資料，且蒐集前無附註說明消費者也無選擇權利，明顯有違個資法之虞；爰此，本席建請行政院盡速進行改善，保障民眾個人隱私，不得受到侵害，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/04-1061017/0904041061017_008.pdf,0904,
09,04,05,,1,本院委員廖國棟等11人臨時提案，鑒於農業缺工嚴重，中央政府補助地方政府成立「農事服務團」應急，但對聘用「農務人員」的設限須為失業者，實際運作結果，對改善缺工效果有限。爰此，要求行政院應召開跨部會溝通，研議農務人員應召募在地或鄰近鄉鎮的新農村勞動力，包括婦女、新住民、原住民等，只要有意願投入農業，接受基礎的農事技能訓練後，即可上工，除提供當地居民工作機會外，也才能紓解農村缺工的情形，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/07-1061107/0904071061107_001.pdf,0904,
09,04,05,,2,本院委員李彥秀等11人臨時提案，鑒於勞動部於勞雇關係中，定有勞工在事業場所外工作時間指導原則，認為勞工正常工作時間結束後，雇主以通訊軟體、電話或其他方式使其工作之時間，係屬延長工作時間，而應依勞動基準法規定計給加班費。惟正常工作時間後，遭雇主或主管以通訊軟體、電話或其他方式交辦工作之情形，公務人員亦有之。故為保障公務人員之勞動權益，爰建請行政院於一個月內研議公務人員於正常工作時間結束後，主管以通訊軟體、電話或其他方式使其工作時之工作時間認定標準，並依各機關加班費支給要點或其他有關之支給規定，計給加班費，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/05-1061024/0904051061024_002.pdf,0904,
09,04,05,,3,本院委員張麗善等18人臨時提案，有鑑於再生能源政策，政府鼓勵各式太陽能發電，包含屋頂與地面型兩大類，近期以來，許多農地裝設屋頂型太陽光電設備，農地本身無農業經營之情事，衍生「假農作、真種電」之爭議，有違農地農用原則，建請農委會盡速研議杜絕假農作真種電之情況，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/05-1061024/0904051061024_003.pdf,0904,
09,04,05,,4,本院委員吳志揚、許毓仁等16人，有鑑於我國影視創作者籌措資金拍攝時，常因無人投資或資金無法到位而陷入停拍狀態。而就現階段國內自製電影市場，無法提供金融產業所注重之票房收入、資金回收與投資報酬等數據分析，以致於金融與創投業者無意願投資國內自製影片，故此為不讓電影創作者承擔過多財務風險，更能盡情發揮其創作力，建請政府相關單位研擬及評估「電影創投基金」之設立，政府以公正客觀方式，選出五到十部好電影，買斷其版權給予創作者合理利潤，由政府負責後續行銷等。是否有當？請公決案。。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/15-1061229/0904151061229_002.pdf,0904,
09,04,05,,5,本院委員蔣乃辛、林麗蟬、呂玉玲等17人臨時提案，針對最新民間校園霸凌調查顯示，九成民眾認為校園霸凌比以前更嚴重，而在校園霸凌發生時期中，以國中最多（69.3%），其次是國小（45.6%）；在霸凌樣態部分，以關係霸凌最嚴重、其次肢體霸凌、性別霸凌、網路霸凌；另外值得注意的是教育部有關霸凌統計只有民間的二成，很多案件學校根本未上報主管機關，加上學童也不敢告訴老師或家長被霸凌，因此真實的案件數被嚴重低估。專家也反映，現行的校園霸凌防制準則已過時，無法有效反應校園霸凌現況，導致黑數充斥。為保護學生免於霸凌的傷害，本席等要求行政院重新檢視與修訂101年所制定的校園霸凌防制準則，重新研擬校園霸凌的防治對策與心理輔導方案；增加校園輔導人力與預算，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/05-1061024/0904051061024_005.pdf,0904,
09,04,05,,6,本院委員李昆澤等14人臨時提案，鑑於客家基本法已明文規定客家文化重點發展區應推動客語為公事語言，服務於該地區之公教人員，應加強客語能力。但實際上有近四成的重點發展區未落實公事客語的服務。去年度國家考試首度納入「客語口試」項目，為擴大公事客語服務的能量，落實客家基本法的精神，爰此，要求相關國考錄取人員應優先分發至客家重點發展區域中還沒有推動「公事客語」的行政區。而針對尚未推動「公事客語」的行政區，也應鼓勵公務員報考客語認證或進修客語，並廣納熟悉客語的民眾擔任志工服務，以擴大公事客語的應用比例，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/10-1061128/0904101061128_010.pdf,0904,
09,04,05,,7,本院委員羅明才、徐志榮等11人臨時提案，鑒於＜各類所得扣繳率標準＞第二條、第三條有關政府舉辦之獎券（包含統一發票）中獎獎金獎額已近38年間未經調整。又根據行政院主計總處公告，40歲以下年輕人的薪資收入調查倒退到19年前的水準；而消費者物價指數則較38年前成長142.36%，薪資所得負成長與消費者物價指數不斷攀升的情況下，不斷壓縮民眾實質可支配所得。爰此，本席建請財政部修正＜各類所得扣繳率標準＞，將政府舉辦之獎券中獎獎金獎額免稅門檻由現行的新臺幣二千元調高為新臺幣五千元，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/06-1061031/0904061061031_005.pdf,0904,
09,04,05,,8,本院委員江啟臣、王惠美等15人臨時提案，鑑於105年火力發電占所有發電八成，燃煤占所有發電36.9%，在火力發電結構中占46.2%。根據102年臺中市溫室氣體排放源申報及盤查結果顯示，台電臺中發電廠一年共排放3867萬5185公噸，為臺中市最大溫室氣體排放源。此外根據「台灣健康空氣行動聯盟」統計，台中市所有汽機車汙染的排放量，僅為台中火力發電廠的65%，台中市所有工廠所造成的空汙，也僅是台中市火力發電廠的45%，爰提案要求台電台中火力發電廠之發電立即降載至少20%，該電廠生煤使用量自2018年起每年減少10%至減40%止，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/05-1061024/0904051061024_008.pdf,0904,
09,04,05,,9,本院委員曾銘宗等12人臨時提案，鑒於數位經濟與電子支付已為全球趨勢，建請行政院邀集各部會，由政府機關、國營事業及泛公股事業帶頭發展數位經濟並實施電子支付，以有效提升政府行政效率並促進國家經濟發展，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/06-1061031/0904061061031_010.pdf,0904,
09,04,05,,10,本院委員陳宜民等12人臨時提案，鑒於國內人口老化速度持續攀升，推計明（2018）年國內將進入高齡社會，2025年即進入WHO所定義老年人口占20%的超高齡社會。目前全國老年人口約為320萬人，依台灣失智症協會推估表示，105年65歲以上的失智症人口將超過26萬人，未來四十年更可能突破70萬人。又，失智症防治照護政策綱領暨行動方案103年至105年截止，而今尚未繼續強化跨部門合作與資源整合，因應失智人口增加快速，整體失智照護服務資源亟須加速佈建，爰建請行政院持續推動失智症防治照護政策綱領，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/05-1061024/0904051061024_010.pdf,0904,
09,04,06,,1,本院委員林德福等16人，有鑑於太極拳是適合全民從事的養身運動，許多熱心的太極拳教練在全國各鄰里間義務教學，推廣太極拳，讓有興趣的民眾可以參與學習。本席認為健康是人生最大的財富，而運動能讓人更健康，只要經常保持良好運動習慣，不但能紓解壓力，更能遠離疾病。可見義務教學教練除了對「推廣全民運動」有幫助外，更間接有助於減少健保與長照支出。爰提案建請教育部體育署頒發獎狀，以鼓勵義務教學教練推廣全民運動（例如：太極拳）。是否有當？請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/12-1061212/0904121061212_005.pdf,0904,
09,04,06,,2,本院委員盧秀燕等11人臨時提案，有鑑於校園營養午餐開辦的初衷，是「幫助無法為孩子送餐的雙薪家庭，讓他們的孩子也可以吃到剛出爐的美味營養餐點。」農委會在106年3月底宣布，於該年9月起，學校午餐食材必須全面使用國產食材，且必須符合四章一Q規範。如今事隔不到兩個禮拜政策再度髮夾彎，從「強制」變「鼓勵」，使得目前尚有多個縣市未表態加入試辦。爰此，本席要求行政院將全國各縣市政府納入四章一Q政策，以維護孩子們「美味、安全、營養」的基本人權，同時啟動改善營養午餐品質，又可挽救農村經濟危機，提昇糧食自給率，並拯救台灣生態環境，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/06-1061031/0904061061031_002.pdf,0904,
09,04,06,,3,本院委員吳志揚、許毓仁等16人，有鑑於我國影視創作者籌措資金拍攝時，常因無人投資或資金無法到位而陷入停拍狀態。而就現階段國內自製電影市場，無法提供金融產業所注重之票房收入、資金回收與投資報酬等數據分析，以致於金融與創投業者無意願投資國內自製影片，故此為不讓電影創作者承擔過多財務風險，更能盡情發揮其創作力，建請政府相關單位研擬及評估「電影創投基金」之設立，政府以公正客觀方式，選出五到十部好電影，買斷其版權給予創作者合理利潤，由政府負責後續行銷等。是否有當？請公決案。。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/15-1061229/0904151061229_002.pdf,0904,
09,04,06,,4,本院委員江啟臣等14人臨時提案，有鑑於近年來發生多起瘋狗浪意外，包括在不同海域多名釣友落海死亡及百名釣客受困於基隆港東岸防波堤等事件，顯示出相較於地震土石流，民眾對海洋的知識不足，欠缺防災素養。雖然教育部在國中、小的海洋教育已經落實，但對於成人教育推動成效，還有進步的空間。並且氣象局雖已發布「長浪即時訊息」警示民眾，但僅侷限在全台近海十七處浮標。爰此，建議教育部應與相關協會合作，辦理更多防災宣導活動；並且建請氣象局可擴展發布即時訊息的地域範圍，提升至鄉鎮級，並研發針對海域活動的海氣象app，提供各海水浴場精確度較高的資訊，降低意外的發生率，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/06-1061031/0904061061031_004.pdf,0904,
09,04,06,,5,本院委員羅明才、徐志榮等11人臨時提案，鑒於＜各類所得扣繳率標準＞第二條、第三條有關政府舉辦之獎券（包含統一發票）中獎獎金獎額已近38年間未經調整。又根據行政院主計總處公告，40歲以下年輕人的薪資收入調查倒退到19年前的水準；而消費者物價指數則較38年前成長142.36%，薪資所得負成長與消費者物價指數不斷攀升的情況下，不斷壓縮民眾實質可支配所得。爰此，本席建請財政部修正＜各類所得扣繳率標準＞，將政府舉辦之獎券中獎獎金獎額免稅門檻由現行的新臺幣二千元調高為新臺幣五千元，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/04/06-1061031/0904061061031_005.pdf,0904,
