term,sessionPeriod,sessionTimes,meetingTimes,billNo,billName,billOrg,billProposer,billCosignatory,billStatus,pdfUrl,docUrl,selectTerm,
09,01,01,,1050202070201100,「不當黨產處理條例草案」，請審議案。,本院委員葉宜津等30人,葉宜津　　李昆澤　　吳秉叡　　鄭麗君　　許智傑　　姚文智　　陳歐珀　　段宜康　　邱議瑩　 ,鄭寶清　　Kolas   Yotaka   　　莊瑞雄　　張廖萬堅　陳賴素美　蔡培慧　　吳琪銘　　李俊俋　　吳思瑤　　蕭美琴　　王定宇　　呂孫綾　　張宏陸　　王榮璋　　徐國勇　　吳焜裕　　陳曼麗　　蘇巧慧　　余宛如　　黃秀芳　　陳素月,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/01/01/LCEWA01_090101_00016.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/01/01/LCEWA01_090101_00016.doc,0901,
09,01,01,,1050202070201300,「政黨法草案」，請審議案。,本院委員黃偉哲等18人,黃偉哲　　 ,吳思瑤　　周春米　　許智傑　　高志鵬　　陳明文　　羅致政　　王定宇　　徐國勇　　鄭運鵬　　洪宗熠　　江永昌　　蔡易餘　　林俊憲　　蘇震清　　陳　瑩　　王榮璋　　莊瑞雄　　,審查完畢,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/01/01/LCEWA01_090101_00017.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/01/01/LCEWA01_090101_00017.doc,0901,
09,01,01,,1050202070201200,「不當黨產處理條例草案」，請審議案。,本院委員黃偉哲等19人,黃偉哲　　 ,吳思瑤　　蘇震清　　徐國勇　　陳　瑩　　高志鵬　　周春米　　鄭運鵬　　王榮璋　　江永昌　　許智傑　　洪宗熠　　林岱樺　　莊瑞雄　　陳明文　　蔡易餘　　林俊憲　　羅致政　　王定宇　　,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/01/01/LCEWA01_090101_00018.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/01/01/LCEWA01_090101_00018.doc,0901,
09,01,01,,1050202070201400,「政黨不當取得財產處理條例草案」，請審議案。,本院委員鄭寶清等42人,鄭寶清　　 ,劉世芳　　鄭運鵬　　陳其邁　　陳明文　　吳思瑤　　徐國勇　　顧立雄　　何欣純　　蕭美琴　　鄭麗君　　許智傑　　蘇震清　　段宜康　　呂孫綾　　洪宗熠　　王榮璋　　羅致政　　周春米　　莊瑞雄　　蔡易餘　　余宛如　　陳賴素美　林靜儀　　吳玉琴　　蔡適應　　Kolas   Yotaka  　　 鍾孔炤　　蔡培慧　　趙天麟　　賴瑞隆　　李俊俋　　鍾佳濱　　吳焜裕　　黃國書　　張宏陸　　陳素月　　葉宜津　　管碧玲　　邱志偉　　蘇嘉全　　蘇巧慧　　,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/01/01/LCEWA01_090101_00019.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/01/01/LCEWA01_090101_00019.doc,0901,
09,01,01,,1050202070201500,「政黨法草案」，請審議案。,本院委員陳亭妃等21人,陳亭妃　　吳思瑤　　莊瑞雄　　徐國勇　　劉世芳　　 ,林俊憲　　羅致政　　周春米　　陳賴素美　鄭寶清　　楊　曜　　蘇震清　　許智傑　　陳其邁　　鄭運鵬　　蕭美琴　　蔡易餘　　洪宗熠　　邱志偉　　王榮璋　　蘇嘉全　　,審查完畢,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/01/01/LCEWA01_090101_00020.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/01/01/LCEWA01_090101_00020.doc,0901,
09,01,01,,1050202070201600,「政黨及其附隨組織取得財產清查及處理條例草案」，請審議案。,本院委員陳亭妃等20人,陳亭妃　　徐國勇　　劉世芳　　蘇震清　　 ,莊瑞雄　　陳明文　　陳其邁　　羅致政　　周春米　　楊　曜　　吳思瑤　　邱志偉　　鄭運鵬　　許智傑　　蕭美琴　　王榮璋　　洪宗熠　　陳賴素美　鄭寶清　　蘇嘉全　　,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/01/01/LCEWA01_090101_00021.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/01/01/LCEWA01_090101_00021.doc,0901,
09,01,01,,1050202070290900,「公民投票法部分條文修正草案」，請審議案。,本院委員陳亭妃等22人,陳亭妃　　徐國勇　　吳思瑤　　蘇震清　　 ,莊瑞雄　　蔡易餘　　林俊憲　　陳明文　　羅致政　　陳其邁　　邱志偉　　鄭運鵬　　劉世芳　　周春米　　王榮璋　　許智傑　　陳賴素美　洪宗熠　　蘇嘉全　　鄭寶清　　蕭美琴　　楊　曜　　,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/01/01/LCEWA01_090101_00022.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/01/01/LCEWA01_090101_00022.doc,0901,
09,01,01,,1050202070290100,「地方制度法第四十四條條文修正草案」，請審議案。,本院委員陳亭妃等20人,陳亭妃　　徐國勇　　吳思瑤　　蘇震清　　 ,莊瑞雄　　蔡易餘　　林俊憲　　羅致政　　洪宗熠　　鄭運鵬　　陳其邁　　邱志偉　　王榮璋　　劉世芳　　周春米　　陳賴素美　蕭美琴　　蘇嘉全　　鄭寶清　　楊　曜　　,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/01/01/LCEWA01_090101_00023.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/01/01/LCEWA01_090101_00023.doc,0901,
09,01,01,,1050202070290200,「立法院組織法部分條文修正草案」，請審議案。,本院委員陳亭妃等21人,陳亭妃　　鄭運鵬　　蘇震清　　吳思瑤　　 ,莊瑞雄　　蔡易餘　　劉世芳　　陳明文　　羅致政　　林俊憲　　邱志偉　　陳其邁　　周春米　　王榮璋　　許智傑　　洪宗熠　　陳賴素美　蕭美琴　　蘇嘉全　　鄭寶清　　楊　曜　　 立法院組織法部分條文修正草案總說明 一、有鑑於立法院依中華民國憲法第六十二條規定，為國家最高立法機關，代表全體人民行使立法權，顯見立法院院長、副院長作為國家最高立法機關之代表，並具有全國民意之神聖代表性，理應超越黨派立場，中立行使職權，以完整體現民意、維繫國會自主為依歸。 二、為推動國會改革，確保國會議長中立原則，特明定立法院院長、副院長之選舉，應採「記名投票」行之。其次，為了貫徹國會正、副議長政治中立化，明定立法院院長、副院長應退出政黨活動，確保其國會正、副議長地位之超然獨立、確保議事公平，俾維護國會自主運作。（修正第三條） 三、本於「會議公開原則」，而議事報導中的議事轉播，意味著公開原則之一貫執行，為落實議事公開原則，立法院會議資訊與議事情形，應全程錄影、錄音，公開於電信網路或電子媒體，開放民眾可觀看即時、近期之影音，俾利民眾透過即時管道了解議案審議與監督民意代表問政，使國會議事能夠透明化，以體現國會議員公開負責與受民意監督之精神。（修正第五條） 四、增訂有關國會頻道之規劃、建置，由立法院秘書處掌理相關事宜。（修正第十六條）,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/01/01/LCEWA01_090101_00024.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/01/01/LCEWA01_090101_00024.doc,0901,
09,01,01,,1050202070290300,「立法院各委員會組織法第八條及第九條條文修正草案」，請審議案。,本院委員陳亭妃等21人,陳亭妃　　徐國勇　　蘇震清　　　　　　　　　　　　 ,莊瑞雄　　蔡易餘　　吳思瑤　　鄭運鵬　　陳明文　　林俊憲　　羅致政　　劉世芳　　王榮璋　　陳其邁　　周春米　　許智傑　　洪宗熠　　陳賴素美　蕭美琴　　蘇嘉全　　鄭寶清　　楊　曜　　　　　　　　　　　　,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/01/01/LCEWA01_090101_00025.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/01/01/LCEWA01_090101_00025.doc,0901,
09,01,01,,1050202070290400,「立法院修憲委員會組織規程增訂第六條之一條文草案」，請審議案。,本院委員陳亭妃等21人,陳亭妃　　徐國勇　　吳思瑤　　蘇震清　　 ,莊瑞雄　　陳明文　　羅致政　　王榮璋　　許智傑　　蕭美琴　　楊　曜　　蔡易餘　　林俊憲　　劉世芳　　洪宗熠　　蘇嘉全　　鄭運鵬　　陳其邁　　周春米　　陳賴素美　鄭寶清　　　　　　　　　　　　 立法院修憲委員會組織規程增訂第六條之一條文草案總說明 一、有鑑於立法院所有委員會長期缺乏透過電視轉播開會實況，有違政府資訊公開法之精神與國會議事公開之原則。 二、後經本院民主進步黨黨團持續堅持後，立法院方修正「立法院會議錄影錄音管理規則」第五條。是以，為健全立法院修憲委員會議事公開，並與各委員會趨於一致性之規範，爰提出本新增條文，即「修憲會議實況，應全程錄影、錄音及電視公開轉播，而會議經過及決議應列書面紀錄，刊登公報」。,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/01/01/LCEWA01_090101_00026.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/01/01/LCEWA01_090101_00026.doc,0901,
09,01,01,,1050202070290500,「立法院程序委員會組織規程第七條條文修正草案」，請審議案。,本院委員陳亭妃等21人,陳亭妃　　徐國勇　　蘇震清　　 ,莊瑞雄　　羅致政　　陳其邁　　王榮璋　　洪宗熠　　蕭美琴　　蔡易餘　　林俊憲　　邱志偉　　周春米　　陳賴素美　蘇嘉全　　鄭運鵬　　吳思瑤　　劉世芳　　許智傑　　鄭寶清　　楊　曜　　,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/01/01/LCEWA01_090101_00027.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/01/01/LCEWA01_090101_00027.doc,0901,
09,01,01,,1050202070290600,「立法院議事規則刪除第六十一條條文草案」，請審議案。,本院委員陳亭妃等20人,陳亭妃　　徐國勇　　蘇震清　　 ,莊瑞雄　　林俊憲　　鄭運鵬　　羅致政　　邱志偉　　吳思瑤　　陳其邁　　周春米　　劉世芳　　王榮璋　　許智傑　　洪宗熠　　陳賴素美　蕭美琴　　蘇嘉全　　鄭寶清　　楊　曜　　,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/01/01/LCEWA01_090101_00028.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/01/01/LCEWA01_090101_00028.doc,0901,
09,01,01,,1050202070290700,「國軍老舊眷村改建條例部分條文修正草案」，請審議案。,本院委員王定宇等20人,王定宇　　林俊憲　　 ,葉宜津　　蔡易餘　　陳明文　　莊瑞雄　　蔡培慧　　顧立雄　　羅致政　　蔡適應　　陳其邁　　蘇震清　　Kolas  Yotaka　　　　呂孫綾　　鄭麗君　　吳焜裕　　李俊俋　　蘇巧慧　　段宜康　　黃偉哲　　,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/01/01/LCEWA01_090101_00029.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/01/01/LCEWA01_090101_00029.doc,0901,
09,01,01,,1050202070290800,「紀念日及節日實施條例草案」，請審議案。,本院委員王定宇等20人,王定宇　　 ,葉宜津　　羅致政　　林俊憲　　陳明文　　陳其邁　　呂孫綾　　蘇巧慧　　Kolas‧Yotaka  　　　蔡易餘　　蘇震清　　吳焜裕　　段宜康　　蔡適應　　李俊俋　　莊瑞雄　　鄭麗君　　蔡培慧　　黃偉哲　　顧立雄　　,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/01/01/LCEWA01_090101_00030.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/01/01/LCEWA01_090101_00030.doc,0901,
09,01,01,,1050216070200100,「災害防救法部分條文修正草案」，請審議案。,本院委員王定宇等37人,王定宇　　蔡培慧　　姚文智　　林靜儀　　李應元　　陳歐珀　　尤美女　　劉建國 ,葉宜津　　周春米　　管碧玲　　顧立雄　　陳　瑩　　 高潞‧以用‧巴魕剌Kawlo．Iyun．Pacidal　蕭美琴　　 張廖萬堅　黃國昌　　鄭寶清　　吳思瑤　　吳焜裕　　黃秀芳　　鍾孔炤　　何欣純　　Kolas Yotaka　　 　 蔡易餘　　徐國勇　　林俊憲　　段宜康　　蘇巧慧　　陳曼麗　　鄭麗君　　呂孫綾　　趙正宇　　洪宗熠　　余宛如　　羅致政　　吳琪銘,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/01/01/LCEWA01_090101_00031.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/01/01/LCEWA01_090101_00031.doc,0901,
09,01,01,,1050216070200200,「總統職務交接條例草案」，請審議案。,本院民進黨黨團,民主進步黨立法院黨團 柯建銘　吳秉叡　陳亭妃,,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/01/01/LCEWA01_090101_00032.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/01/01/LCEWA01_090101_00032.doc,0901,
09,01,01,,1050216070200300,「地方制度法第四十四條條文修正草案」，請審議案。,本院民進黨黨團,民主進步黨立法院黨團 　柯建銘　吳秉叡　陳亭妃,,審查完畢,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/01/01/LCEWA01_090101_00033.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/01/01/LCEWA01_090101_00033.doc,0901,
09,01,01,,1050216070200400,「食品安全衛生管理法部分條文修正草案」，請審議案。,本院親民黨黨團,親民黨立法院黨團　李鴻鈞,,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/01/01/LCEWA01_090101_00034.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/01/01/LCEWA01_090101_00034.doc,0901,
09,01,01,,1050216070200500,「就業服務法第六十五條條文修正草案」，請審議案。,本院親民黨黨團,親民黨立法院黨團　李鴻鈞　,,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/01/01/LCEWA01_090101_00035.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/01/01/LCEWA01_090101_00035.doc,0901,
09,01,01,,1050216070200600,「勞工保險條例第六十六條、第六十七條及第六十九條條文修正草案」，請審議案。,本院親民黨黨團,親民黨立法院黨團　李鴻鈞,,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/01/01/LCEWA01_090101_00036.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/01/01/LCEWA01_090101_00036.doc,0901,
09,01,01,,1050216070200700,「民用航空法部分條文修正草案」，請審議案。,本院親民黨黨團,親民黨立法院黨團　李鴻鈞,,審查完畢,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/01/01/LCEWA01_090101_00037.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/01/01/LCEWA01_090101_00037.doc,0901,
09,01,01,,1050216070200800,「立法院職權行使法第七十條及第七十一條之一條文修正草案」，請審議案。,本院親民黨黨團,親民黨立法院黨團　李鴻鈞,,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/01/01/LCEWA01_090101_00038.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/01/01/LCEWA01_090101_00038.doc,0901,
09,01,01,,1050216070200900,「立法院職權行使法部分條文修正草案」，請審議案。,本院親民黨黨團,親民黨立法院黨團　李鴻鈞,,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/01/01/LCEWA01_090101_00039.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/01/01/LCEWA01_090101_00039.doc,0901,
09,01,01,,1050216070201000,「立法院會議錄影錄音管理播送辦法草案」，請審議案。,本院親民黨黨團,親民黨立法院黨團　李鴻鈞,,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/01/01/LCEWA01_090101_00040.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/01/01/LCEWA01_090101_00040.doc,0901,
09,01,01,,1050130070100100,「104年度中央政府總預算第二預備金動支數額表」案。,行政院,,,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/01/01/LCEWA01_090101_00041.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/01/01/LCEWA01_090101_00041.doc,0901,
09,01,01,,1050202070100400,「政黨法草案」案。,行政院,,,審查完畢,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/01/01/LCEWA01_090101_00042.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/01/01/LCEWA01_090101_00042.doc,0901,
09,01,01,,1050202070100100,「公民投票法部分條文修正草案」案。,行政院,,,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/01/01/LCEWA01_090101_00043.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/01/01/LCEWA01_090101_00043.doc,0901,
09,01,01,,1050202070100200,「總統副總統選舉罷免法部分條文修正草案」案。,行政院,,,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/01/01/LCEWA01_090101_00044.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/01/01/LCEWA01_090101_00044.doc,0901,
09,01,01,,1050202070100300,「檔案法部分條文修正草案」案。,行政院,,,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/01/01/LCEWA01_090101_00045.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/01/01/LCEWA01_090101_00045.doc,0901,
09,01,01,,1050202071002900,「經濟及能源部組織法草案」、「經濟及能源部能源署組織法草案」、「經濟及能源部產業發展局組織法草案」、「經濟及能源部貿易商務局組織法草案」、「經濟及能源部中小企業局組織法草案」、「經濟及能源部智慧財產局組織法草案」、「經濟及能源部產業園區管理局組織法草案」、「經濟及能源部標準檢驗局組織法草案」及「經濟及能源部能源研究所組織法草案」案。,行政院,,,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/01/01/LCEWA01_090101_00046.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/01/01/LCEWA01_090101_00046.doc,0901,
09,01,01,,1050202071003100,「內政部組織法修正草案」、「內政部消防署組織條例修正草案」及「內政部國土管理署組織法草案」案。,行政院,,,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/01/01/LCEWA01_090101_00047.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/01/01/LCEWA01_090101_00047.doc,0901,
09,01,01,,1050202071003000,「農業部組織法草案」、「農業部農糧署組織法草案」、「農業部漁業署組織法草案」、「農業部動植物防疫檢疫署組織法草案」、「農業部農村及農田水利署組織法草案」、「農業部農業金融局組織法草案」、「農業部農業試驗所組織法草案」、「農業部林業試驗所組織法草案」、「農業部水產試驗所組織法草案」、「農業部畜產試驗所組織法草案」、「農業部獸醫試驗所組織法草案」及「農業部農業藥物毒物試驗所組織法草案」案。,行政院,,,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/01/01/LCEWA01_090101_00048.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/01/01/LCEWA01_090101_00048.doc,0901,
09,01,01,,1050202071003200,「環境資源部組織法草案」、「環境資源部水利署組織法草案」、「環境資源部森林及保育署組織法草案」、「環境資源部水土保持及地質礦產署組織法草案」、「環境資源部下水道及環境工程署組織法草案」、「環境資源部國家公園署組織法草案」、「環境資源部化學品及污染管制局組織法草案」、「環境資源部生物多樣性研究所組織法草案」及「環境資源部環境教育及訓練所組織法草案」案。,行政院,,,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/01/01/LCEWA01_090101_00049.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/01/01/LCEWA01_090101_00049.doc,0901,
09,01,01,,1050202071003300,「交通及建設部組織法草案」、「交通及建設部觀光署組織法草案」、「交通及建設部公路局組織法草案」、「交通及建設部高速公路局組織法草案」、「交通及建設部鐵道局組織法草案」、「交通及建設部民用航空局組織法草案」、「交通及建設部航港局組織法草案」、「交通及建設部中央氣象局組織法草案」及「交通及建設部運輸研究所組織法草案」案。,行政院,,,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/01/01/LCEWA01_090101_00050.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/01/01/LCEWA01_090101_00050.doc,0901,
