term,sessionPeriod,sessionTimes,meetingTimes,agendaNo,billName,docUrl,selectTerm,
09,01,02,,1,本院委員吳志揚等11人，有鑑於臺灣地處颱風常襲，地震常發的地帶，災害潛能大、災害頻率高的地區。一般民眾每每災害發生時，第一時間撥打的電話大多是「119」。而當大多數民眾逃離災區、遠離危險時，消防人員秉持「別人的出口，是我們的入口」的精神，前往災害現場、搶救受困民眾。然綜觀我國目前消防體制長期以來面臨人力不足、福利待改善等相關現況。此現況有頓挫消防人員工作士氣，影響執勤效率之虞。故建請行政院儘速召集所屬機關與相關單位針對消防體制與現況進行評估，並提出相應改善計畫，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/01/02-1050301/0901021050301_001.pdf,0901,
09,01,02,,2,本院委員簡東明等14人，鑒於國家通訊傳播委員會（NCC）、原住民族委員會合作辦理之「建構原住民族地區無線寬頻計畫」雖然立意良善，因全國各原鄉地區偏遠，後續維護費用龐大，難以維護。因此，本席爰提案要求NCC於規劃3G屆期釋照，供行動寬頻業者（4G）從事業務時，將「取得行動寬頻業務執照業者須提供偏鄉離島及原住民族地區之人口覆蓋率達80%以上的行動寬頻服務」列為「事業計畫構想書」、「事業計畫書審查作業」通過之審查必要條件，以解決原住民族地區網路基礎建設嚴重落後問題，提升原鄉數位學習機會，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/01/02-1050301/0901021050301_002.pdf,0901,
09,01,02,,3,本院委員李彥秀等11人臨時提案，建請內政部營建署檢討修訂「都市計畫工業區檢討變更審議規範」，授權地方政府因地制宜，協助30年以上老舊工業區住宅辦理都市更新，以符合都市機能及防災需求，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/01/02-1050301/0901021050301_003.pdf,0901,
09,01,02,,4,本院委員柯志恩等14人，針就0206美濃地震後老舊校舍安全重新引發民眾及家長關切，根據教育部統計資料，政府為進行老舊校舍補強改建整體計畫，98至105年總共編列了649.087億元經費，然根據原「教育部國民及學前教育署補助國民中小學整建老舊危險校舍及充實設備作業要點」（已於105年1月21日修改名稱為「教育部國民及學前教育署補助國民中小學充實設施設備作業要點」），要點中明列補助對象除校舍結構安全有疑慮者外，尚包括補助資訊教學、圖書、遊戲器材等設備，此違反政府重要政策計畫經費專款專用原則，並增加事後考核監督計畫執行成效困難度，據此，爰要求教育部修正作業要點，補助項目應限定與校舍結構安全補強或者改建有關者，以利事後監督並避免政府公帑虛擲，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/01/02-1050301/0901021050301_004.pdf,0901,
09,01,02,,5,本院委員蔣乃辛等18人，有鑑於近年隨著科技發展的進步，3C產品的使用越來越普遍，根據媒體報導眼科醫師調查顯示，有超過八成學童有使用3C的習慣，平均每天使用超過2小時，導致近視機率增加，且近視發病年紀越小，近視度數增加越快，日後發生高度近視機會更高！但該調查卻發現，有近三成家長不知道高度近視可能帶來黃斑部病變、視網膜剝離等後遺症。根據教育部統計，民國85年國小六年級學生的視力不良率為46.92%，但到民國103年已成長到64.55%，18年間成長近18個百分點，增加1.37倍，顯示學童近視問題是日趨嚴重！而根據國民健康署於103年進行視力防治研究計畫結果發現，每周戶外活動至少11小時，可以減少55%發生近視機率。爰提案要求行政院透過各類管道加強向家長宣導減少學童使用3C時間，避免用眼過度可能造成的視力傷害，同時對於國中小學童在校非必要之3C產品使用時間進行限制，並增加學童在校的戶外活動時間，減少眼睛肌肉緊張延緩眼球增長，以維護學童視力健康，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/01/02-1050301/0901021050301_005.pdf,0901,
09,01,02,,6,本院委員王育敏、江啟臣等16人臨時提案，鑑於我國地震、颱風等災害頻仍，惟民眾防災意識不足，社區與學校缺乏常設性組織因應災變，一旦爆發大規模複合型災害，將嚴重損及國人生命財產安全。因921震災與0206震災皆發生於夜間，爰建請內政部加強夜間防災及全國疏散避難地圖之宣導，設計動態疏散避難導航資訊App，結合地方政府擴大實施社區及夜間防災演習；另建請教育部協助各級學校建立常設性校內防災機制，定期舉行校園防災教育及演練，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/01/02-1050301/0901021050301_006.pdf,0901,
09,01,02,,7,本院委員賴士葆、李彥秀等20人臨時提案，針對開放政府（open government）乃為全球趨勢，政府近年來不斷推動開放資料（open data），惟隨著政府資料開放資料不斷增加，如何善用與監督資料的應用仍未有完善的配套。有鑑於此，爰提案建請審計部盡速研議將資料開放程度納入審計查核及建立公民參與審計平台之具體作法，並於民國105年起試行、民國106年正式施行參與式審計，以使公民得隨時監督政府施政，並提出相關建議，抑或糾正與檢舉，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/01/02-1050301/0901021050301_007.pdf,0901,
09,01,02,,8,本院委員李昆澤等13人臨時提案，鑑於鼎金系統交流道國道十號東行方向增設銜接國道一號北上匝道計畫業經本席多年爭取，本已於103年5月間核定，今為求進一步降低對周邊區域之交通衝擊，擬將工法改為大跨徑沉箱基礎設計方案，經費因而增為6.42億元，由於本工程對於紓解國十北上銜接國一之交通需求具有實質效益，亦能改善市區大中路平面道路壅塞情況，改善行車危險問題。爰此，要求交通部、行政院儘速辦理本案基本設計審查確定方案可行性，並同意經費調整，以期早日改善鼎金系統交流道之交通問題，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/02/10-1051115/0902101051115_004.pdf,0901,
09,01,02,,9,本院委員林俊憲、陳亭妃、張廖萬堅等23人臨時提案，建議針對台南206大地震嚴重災損的情況，行政院應儘速召開跨部會震災優先處置會議，討論內容應首重協助受災戶解決銀行房貸及受損廠商減免所得稅等問題，其中對於受災戶房貸除應比照九二一大地震相關優惠外，至於房貸本金及貸款部分，應體恤受災民眾，建議經政府認定無論全倒、半倒或是無法居住使用者，政府應給予房貸的本金利息全部減免。國難之際，政府本應傾國家之力協助受災戶得以重建家園，渡過生理心靈的悲愴陰影，早日揮別陰霾恢復既有生活，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/01/02-1050301/0901021050301_009.pdf,0901,
09,01,02,,10,本院委員賴瑞隆等12人臨時提案，鑑於高雄亞洲新灣區計畫內多數土地皆屬國防部、中油、台電、台糖等國營事業，然前述土地目前皆以未來使用規劃等理由，未能配合亞洲新灣區政策，釋出土地，尤以205兵工廠仍未有遷建計畫，多年來亞洲新灣區開發計畫，因中央未能全力支持，導致進度延宕，故建請中央政府應針對高雄「亞洲新灣區計畫」擬定策略發展計畫，配合協助釋出國有土地，以帶動引進金融服務、觀光文創、企業總部、創新產業之進駐，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/01/02-1050301/0901021050301_010.pdf,0901,
09,01,02,,11,本院委員黃偉哲、劉建國、陳瑩、吳思瑤、張廖萬堅、林俊憲等24人臨時提案，鑒於105年2月6日發生於台灣南部芮氏規模6.4之強烈地震，造成上百人死亡及大樓倒塌等災損，為安置受災民眾，使災民早日恢復正常生活，建請行政院應比照「莫拉克風災租金補助辦法」，提出「二零六震災災民租屋補助方案」，並就災民實際居住情形，放寬上限，以使災民在後續居住問題上能獲得幫助，早日回歸正常生活，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/01/02-1050301/0901021050301_011.pdf,0901,
09,01,02,,12,本院委員黃國書、張廖萬堅、何欣純等18人臨時提案，基於平衡國家發展、促進社會團結，且鑒於日前台南發生強震災情，為提高我國承擔自然災害風險之能力，首都減壓為當前必要作為，台中為台灣中心點，交通機能便利，將立院遷至台中之阻力小，且能順利解決本院每年支付高額租金違法使用學校用地等問題，爰建議將本院遷至台中，並設置「遷建規劃監督委員會」，負責本院遷院之選擇、新院區之規劃與設計、遷建預算之編列，以及興建之監督等事宜，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/01/02-1050301/0901021050301_012.pdf,0901,
09,01,02,,13,本院委員陳瑩等14人臨時提案，鑒於原住民族文化根源在部落，且憲法增修條文第10條第11及第12項明定，國家肯定多元文化，並積極維護發展原住民族語言及文化；國家應依民族意願，保障政治參與、教育文化、交通水利、衛生醫療、經濟土地及社會福利事業以保障扶助並促其發展。惟原住民族人春假祭祀文化及各族歲時祭儀均正值國內旅遊旺季，因東部鐵路幹線常一票難求，致使族人常無法返鄉參與祭祀及祭儀文化。為促進原住民族文化傳承推展及保障其文化權，避免原住民族文化式微斷根，爰提案建請行政院責成交通部、原民會針對花東原住民族人於特定節日返鄉參加文化祭祀、祭儀活動期間，開設「原住民族返鄉文化專列」，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/01/02-1050301/0901021050301_013.pdf,0901,
09,01,03,,1,本院委員孔文吉、簡東明、廖國棟等23人臨時提案，鑒於近年來原住民地區因颱風、地震、寒害、土石流等重大天然災害，危及原鄉原住民族人生命及財產安全甚鉅，且災後重建所需的時間漫長且經費龐大，造成許多原住民族人無力繳納相關公共事業所必須繳納之費用。政府為有效保障災區居民與原鄉族人生命、財產安全，建請行政院專案研擬公共事業水、電、瓦斯具體優惠減免受災戶相關減免措施，以紓解災區居民與原鄉族人重建之壓力，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/01/09-1050419/0901091050419_016.pdf,0901,
09,01,03,,2,本院委員黃昭順等21人臨時提案，針對茲卡病毒於美洲爆發大流行；而南部地區登革熱問題亦嚴峻，去（104）年光台南、高雄地區即累計近4萬例感染個案，死亡數更是雙雙破百！面對傳播方式、症狀皆類似的「茲卡病毒」，南台灣十分有可能再度成為「重災區」！如此相近的兩種病毒若同時肆虐，更難保不會異變為新形態病毒，屆時疫情恐將難以控制！因此，特提案於高雄成立聯合防治中心，選於已成立「登革熱防治研究中心」的高雄醫學大學作為基地，嚴防登革熱一再爆發、甚而「本土化」，另將茲卡病毒圍堵於境外，不讓民眾「蚊」之色變，確保全民安全生活環境，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/01/03-1050308/0901031050308_002.pdf,0901,
09,01,03,,3,本院委員李彥秀等12人臨時提案，建請衛生福利部加速規劃多元托育系統，健全臨托機制，打造友善育兒環境，提高國人生育意願。並應於制定相關政策時考量城鄉差距，避免城鄉托育資源失衡，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/01/03-1050308/0901031050308_003.pdf,0901,
09,01,03,,4,本院委員蔣乃辛、李彥秀、林麗蟬等18人臨時提案，有鑑於全球排碳量居高不下，導致暖化加劇，造成豪大雨頻率增加、海洋暖化、極區海冰減少、海平面上升等異常現象，對於生命財產造成嚴重影響與威脅。而台灣每年人均排碳量亦高達12噸，排名世界第十八，亞洲第一，政府必須正視此一危機。各國為了減緩地球溫室效應，除了大幅降低化石燃料與燃煤發電外，相繼投入綠建築的推廣，台灣近年來也開始鼓勵綠建築，根據內政部資料顯示，台灣綠建築占總建案比例從100年的1.4%，到104年增加為2.4%，雖然在緩步成長，但仍有將近97%的建案仍是節能減碳功效不佳的一般建築，因此政府與民間有非常大的改善空間，以增加節能減碳的效益。為減緩氣候暖化可能造成的危害，本席等要求行政院將綠建築列為優先政策，成立跨部會專責推動機構；修法獎勵新建綠建築與建立完整的評鑑機制；建構綠建築教育與諮詢平台、加速教育推廣與培育綠建築專技人才；補助研發與提升我國綠建材節能效用、設計水準與興建量能，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/01/03-1050308/0901031050308_004.pdf,0901,
09,01,03,,5,本院委員王育敏、蔣乃辛等12人臨時提案，鑑於全國高中（職）以下各級學校，經校舍結構耐震能力評估，仍有3510棟具中度或高度震損風險以及老舊校舍尚待補強或拆除，一旦於上課時間發生重大震災，將嚴重威脅全國學童生命安全。爰建請教育部，訂定改善校舍建物耐震能力的優先處理次序，並提出預算計畫以及竣工期程，以保障全國學童生命安全，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/01/03-1050308/0901031050308_005.pdf,0901,
09,01,03,,6,本院委員林俊憲、黃國書等18人臨時提案，針對營建署建造之安平二期國宅社區，鋼筋裸露、殘破不堪，是目前台南市政府發布列管的危樓。206震災地震效應後，已強烈威脅226戶居民及周遭居民的生命財產安全。為此，本席建議行政院應立即以專案方式優先協助地方政府規劃防災型都更計畫，並給予當地住戶於興建期間的全額租金補償，給予民眾應有的居住信心、放心跟安心，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/01/03-1050308/0901031050308_006.pdf,0901,
09,01,03,,7,本院委員張廖萬堅等16人臨時提案，鑒於動漫產業屬於新興文化創意產業之一環，其所創造的延伸產值無可限量，以韓國經驗為例，早在2012年期漫畫營收已經高達375億臺幣，主要歸功於韓國中央政府的支持。是以，唯有賴政府當局和國家力量支持，為動漫業建構良好的產業環境，始能為動漫業提供孕育與成長空間。目前臺中軟體園區有大里文創聚落、臺中數位圖書館與高等研究園區等適合發展動漫產業的健全環境。爰此，要求行政院儘速提出發展動漫產業發展計畫及促成臺中設置國家漫畫及動畫博物館園區，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/01/03-1050308/0901031050308_007.pdf,0901,
09,01,03,,8,本院委員賴士葆、李彥秀等19人臨時提案，針對台北市部分行政區分局目前研擬合併，派出所也予以裁撤，惟該政策未經與各區警分局及市民充分溝通與討論而貿然實施，恐引發爭議與民怨。有鑑於此，為維持地方秩序，爰提案要求警政署儘速研議台北市行政區分局合併與派出所裁撤之適法性，且該案須經法定審議程序或交付人民公投為決策準據，於完成此程序前，不得逕自實施此案，以符程序正義，並降低民怨，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/01/03-1050308/0901031050308_008.pdf,0901,
09,01,03,,9,本院委員黃偉哲等11人臨時提案，鑒於近期流感疫情延燒，併發重症案例居高不下，已對醫護界造成巨大負擔，而同時在禽鳥間傳播的禽流感疫情也節節上升，如果人禽接觸沒有防疫措施，恐怕造成病毒變異，而使流感疫情有更大規模的擴散。為此，建請衛福部與農委會，加強監控疫情，擬定防疫方案並強力宣導，以使流感疫情能獲控制而解除，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/01/05-1050322/0901051050322_011.pdf,0901,
09,01,03,,10,本院委員江啟臣等13人臨時提案，有鑑於勞工公假制度未臻完備，時發生勞工欲申請公假但不被准許之情事，更有勞工受職場性騷擾，提告後雇主不願給予公假出庭，侵害其法所賦予請求損害賠償之權利，嚴重違反性別工作平等法保護勞工權益之精神。爰要求行政院應立即全面檢視勞動法令，建立勞工公假制度，俾使雇主及勞工皆有法可循，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/01/03-1050308/0901031050308_010.pdf,0901,
09,01,03,,11,本院委員顏寬恒等11人臨時提案，針對於「大台中地區山海線鐵路雙軌高架化建置計畫」分山線（烏日延伸段）、彩虹線和海線3個部分，全案經費高達927億元，其中台中市政府要負擔部分為534億元。而烏日延伸段早已完成可行性研究，台中市政府在100年才將其納入本計畫。隨著台中烏日高鐵站的營運，使其周邊快速發展，本席認為以經費多寡和成本效益等因素分析，大慶─烏日延伸段的興建有其急迫性和必要性，建請行政院分開核定、先行辦理，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/01/03-1050308/0901031050308_011.pdf,0901,
09,01,03,,12,本院委員何欣純、黃國書、張廖萬堅、陳學聖等12人臨時提案，針對空氣品質不良將有害國人健康，我國空氣汙染防制措施以全年平均計算，且針對空氣汙染警戒時，僅有「因應不同空氣品質之運動建議」。爰提案要求增加空氣品質監測站，至全國每鄉鎮市各一測站，並要求政府訂定空氣汙染警戒時戶外活動與體育賽事應變措施，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/01/05-1050322/0901051050322_015.pdf,0901,
09,01,03,,13,本院委員盧秀燕、羅明才等13人臨時提案，有鑑於我國一級病患滯留急診室比率高達5.4%，全年累計3742位等待病床超過兩天，急診醫療就醫不就急，三成應轉入加護病房的急診病人無法於6小時內入住，其死亡率將大幅上升。根據醫改會指出，我國由於「急診住院收床潛規則」、「醫護不足關閉病床」、「區域網絡難成形」等三大原因，造成台灣醫療呈現壅塞狀態。爰此，醫院應明確落實「一級病人一日內清空」、「加護病房六小時入住」，列為醫學中心評鑑重點項目。並公開「急轉診登錄系統」監測值、「醫學中心病床運用標準」、「急診收治住院比例數據」等，以減少重症病患等待病床時間，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/01/03-1050308/0901031050308_013.pdf,0901,
09,01,03,,14,本院委員簡東明、孔文吉、徐榛蔚等20人臨時提案，鑑於農委會「重劃區外緊急農路設施改善計畫103至105年度（第二期）」將於本年度結束，然而原鄉地區卻依然迫切需求農路設施建設經費。因此，本席爰提案要求行政院農委會續行編列本項經費辦理農路設施改善工作，以確實保障原住民族生命財產安全，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/01/03-1050308/0901031050308_014.pdf,0901,
09,01,03,,15,本院委員吳志揚等11人臨時提案，有鑑於我國全台屋齡超過30年以上的老舊大樓建築物超過十萬棟，老舊建築物外牆飾面易因地震、強颱、溫度劇烈變動所造成的熱漲冷縮而剝落，以致於「天下掉下來的重物」威脅或傷害行人的意外事件頻傳。為保障民眾生命財產的安全，避免因老舊建物的外牆飾面或磁磚剝落而造成傷害或損失，特建請行政院儘速召集所屬機關與相關單位針對老舊建屋外牆飾面與磁磚進行全國體檢，並提出相應改善計畫，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/01/03-1050308/0901031050308_015.pdf,0901,
09,01,03,,16,本院委員陳瑩等11人臨時提案，鑒於臺灣為多元族群之社會，但社會歧視特定族群案件卻層出不窮，如日前電影「大尾鱸鰻2」醜化達悟族人之事件，以及實踐大學使用「野人/原始人」等貶低字眼向日本高中生介紹排灣族石板屋，影視工作者與學術機構對多元文化之基本涵養如此貧乏，令人震驚。為建立起不同族群文化之間的對等交流平台，爰提案建請行政院責成相關單位，針對軍警人員、公務人員、教職人員安排每年度至少二小時以上之「尊重多元文化」相關課程，以期在平等、瞭解、尊重中營造跨族群友善之社會環境，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/01/03-1050308/0901031050308_016.pdf,0901,
09,01,04,,1,本院委員吳志揚等11人臨時提案，認為現今社會不分老幼，缺牙的人都有裝假牙的經驗，但是傳統假牙有其缺點和限制，因此人工植牙手術成為另一種新興的醫療選項。在台灣一顆人工植牙，總價約需4萬至15萬元，故常有患者戲稱在嘴裡裝了一台進口車，顯示全台各縣市收費標準價差大，且所列收費事項亦是名目繁雜標準不一，有的縣市詳細列出植牙過程的各項收費，有的縣市則僅概略列出價格，且有很多患者反映，各醫療院所收費項目的命名不一、涵蓋範圍亦不同，價格紊亂難以深入瞭解與比價。本席建請行政院與衛福部等相關單位，應建立統一的人工植牙專科認證制度，並善盡品質與價位的把關與管理責任，重新檢視轄下醫療院所的收費項目與標準，方能減少及預防醫療糾紛發生，共建醫病和諧關係，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/01/04-1050315/0901041050315_001.pdf,0901,
09,01,04,,2,本院委員蔣乃辛等21人臨時提案，有鑑於健保署台北信義第二門診中心每年造福眾多台北市的居民，且主要看診民眾以年長與慢性病的族群為主，早已成為地區醫療守護者，但因「健保局」改制為行政機關「健保署」後，面臨存廢的問題。惟該門診中心成立多年，台北市民眾均長期在該門診中心就診與復健，一旦裁撤，這些體弱與行動不便的病患，根本承受不住舟車勞頓的跨區就醫，勢必影響該地區數萬民眾的就醫權益，本席籲請行政院用心關懷民眾的需求與不便。為此本席在門診中心周邊八個里長的聯名陳情下，於去年12月初與衛福部召開協調會，與會長者達五百多位，會中一致要求該門診中心改為部立門診中心。為保障台北市民眾就醫權益，本席等要求行政院將臺北信義門診中心改為部立台北門診中心，由部立或國立醫院接管，繼續服務台北市民，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/01/04-1050315/0901041050315_002.pdf,0901,
09,01,04,,3,本院委員李彥秀等16人臨時提案，針對高鐵南港站預計於今年度七月份通車，請臺灣鐵路管理局儘速配合高鐵南港站通車時程，加速將臺鐵南港車站提升為一級車站，增加對號班次停靠，方便國人轉乘，落實台北東區新門戶之整體都市交通規劃，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/09/01/04-1050315/0901041050315_003.pdf,0901,
