term|sessionPeriod|sessionTimes|item|selectTerm|Unnamed: 5|name|clean item|segmented_words|likelihood|party
9|1|13|二十八、本院黃委員昭順，針對從沖之鳥礁海域爭議及我政府護漁作為，新政府之「逢日必軟」反應，特提醒有關正視國際現實，勿將國家穩定推向選邊站的危虞景況！從新政府的過往主張及近來相關議題之發言、因應表現，很明顯在外交策略上是擬採取過去扁政府時期的老路，聯美（日）以制大陸。平心而論；爭取美日支持，這絕對是政府必須要走的外交政策，但是若故意迴避大陸因素的爭取美日支持，則恐怕是政府必須謹慎拿捏的嚴肅課題，弱肉強食物競天擇，是國際外交的現實。大陸現在已是幾乎可以和美國平起平坐的強權，在區域和全球的範圍內，其影響力正不斷提升，美日是否會義無反顧地為了維護支持我們，而與大陸發生衝突？相信這個答案是很清楚明白，因為這絕對不符美日的國家利益。換句話說；如因未能妥處兩岸關係，而變成個麻煩製造者，甚至逾越我國與美日關係的臨界點，而希望美日能夠繼續支持我國，恐怕會是緣木求魚。在國際政治現實主義制約下，本席以為聯美日制大陸實太過度的浪漫想像，政府若真為國家長遠發展，人民福祉著想，對美日而言，一個和平穩定的兩岸關係，才是最符合他們的國家利益，特向行政院提出質詢。|901||黃昭順|針對從沖之鳥礁海域爭議及我政府護漁作為，新政府之「逢日必軟」反應，特提醒有關正視國際現實，勿將國家穩定推向選邊站的危虞景況！從新政府的過往主張及近來相關議題之發言、因應表現，很明顯在外交策略上是擬採取過去扁政府時期的老路，聯美（日）以制大陸。平心而論；爭取美日支持，這絕對是政府必須要走的外交政策，但是若故意迴避大陸因素的爭取美日支持，則恐怕是政府必須謹慎拿捏的嚴肅課題，弱肉強食物競天擇，是國際外交的現實。大陸現在已是幾乎可以和美國平起平坐的強權，在區域和全球的範圍內，其影響力正不斷提升，美日是否會義無反顧地為了維護支持我們，而與大陸發生衝突？相信這個答案是很清楚明白，因為這絕對不符美日的國家利益。換句話說；如因未能妥處兩岸關係，而變成個麻煩製造者，甚至逾越我國與美日關係的臨界點，而希望美日能夠繼續支持我國，恐怕會是緣木求魚。在國際政治現實主義制約下，本席以為聯美日制大陸實太過度的浪漫想像，政府若真為國家長遠發展，人民福祉著想，對美日而言，一個和平穩定的兩岸關係，才是最符合他們的國家利益，特向行政院提出質詢。|['針對', '從', '沖之鳥礁', '海域', '爭議', '及', '我', '政府', '護漁', '作為', '，', '新政府', '之', '「', '逢', '日', '必軟', '」', '反應', '，', '特', '提醒', '有關', '正視', '國際', '現實', '，', '勿將', '國家', '穩定', '推向', '選邊', '站', '的', '危虞', '景況', '！', '從', '新政府', '的', '過往', '主張', '及', '近來', '相關', '議題', '之', '發言', '、', '因應', '表現', '，', '很', '明顯', '在', '外交', '策略', '上', '是擬', '採取', '過去', '扁', '政府', '時期', '的', '老路', '，', '聯美', '（', '日', '）', '以制', '大陸', '。', '平心而論', '；', '爭取', '美日', '支持', '，', '這', '絕對', '是', '政府', '必須', '要', '走', '的', '外交政策', '，', '但是', '若', '故意', '迴避', '大陸', '因素', '的', '爭取', '美日', '支持', '，', '則', '恐怕', '是', '政府', '必須', '謹慎', '拿捏', '的', '嚴肅', '課題', '，', '弱肉強食', '物競天擇', '，', '是', '國際', '外交', '的', '現實', '。', '大陸', '現在', '已', '是', '幾乎', '可以', '和', '美國', '平起平坐', '的', '強權', '，', '在', '區域', '和', '全球', '的', '範圍', '內', '，', '其', '影響力', '正', '不斷', '提升', '，', '美日', '是否', '會', '義無反顧', '地為', '了', '維護', '支持', '我們', '，', '而', '與', '大陸', '發生衝突', '？', '相信', '這個', '答案', '是', '很', '清楚', '明白', '，', '因為', '這', '絕對', '不符', '美日', '的', '國家', '利益', '。', '換句話說', '；', '如', '因', '未能', '妥處', '兩岸關係', '，', '而', '變成', '個', '麻煩', '製造者', '，', '甚至', '逾越', '我國', '與', '美日關係', '的', '臨界點', '，', '而', '希望', '美日', '能夠', '繼續', '支持', '我國', '，', '恐怕', '會', '是', '緣木求魚', '。', '在', '國際', '政治', '現實主義', '制約', '下', '，', '本席', '以為', '聯美', '日制', '大陸', '實太', '過度', '的', '浪漫', '想像', '，', '政府', '若真', '為', '國家', '長遠', '發展', '，', '人民', '福祉', '著想', '，', '對美日', '而言', '，', '一個', '和平', '穩定', '的', '兩岸關係', '，', '才', '是', '最', '符合', '他們', '的', '國家', '利益', '，', '特', '向', '行政院', '提出', '質詢', '。']|-8.724030494689941|中國國民黨
9|1|13|二十九、本院徐委員榛蔚，針對花東地區大眾運輸系統遠較西部地區不便，雖然目前交通部業已規劃研議推行DRTS需求反應式運輸服務，但花東地區在地及觀光交通需求刻不容緩，爰要求行政院及交通部等相關單位應儘速規劃增加台灣好行副線，並加強推廣公共自行車服務，結合單車與鐵道，於光復、瑞穗、玉里及萬榮等地建置得甲地租借、乙地返還之公共單車網，於花蓮縣中南部落實綠色深度旅遊，特向行政院提出質詢。|901||徐榛蔚|針對花東地區大眾運輸系統遠較西部地區不便，雖然目前交通部業已規劃研議推行DRTS需求反應式運輸服務，但花東地區在地及觀光交通需求刻不容緩，爰要求行政院及交通部等相關單位應儘速規劃增加台灣好行副線，並加強推廣公共自行車服務，結合單車與鐵道，於光復、瑞穗、玉里及萬榮等地建置得甲地租借、乙地返還之公共單車網，於花蓮縣中南部落實綠色深度旅遊，特向行政院提出質詢。|['針對', '花東', '地區', '大眾', '運輸系統', '遠較', '西部', '地區', '不便', '，', '雖然', '目前', '交通部', '業已', '規劃', '研議', '推行', 'DRTS', '需求', '反應式', '運輸', '服務', '，', '但花東', '地區', '在', '地及', '觀光', '交通', '需求', '刻不容緩', '，', '爰', '要求', '行政院', '及', '交通部', '等', '相關', '單位', '應', '儘速', '規劃', '增加', '台灣', '好', '行副線', '，', '並', '加強', '推廣', '公共', '自行車', '服務', '，', '結合', '單車', '與', '鐵道', '，', '於', '光復', '、', '瑞穗', '、', '玉里', '及', '萬榮', '等', '地', '建置', '得', '甲地', '租借', '、', '乙地', '返還', '之', '公共', '單車', '網', '，', '於', '花蓮縣', '中南部', '落實', '綠色', '深度', '旅遊', '，', '特', '向', '行政院', '提出', '質詢', '。']|-6.933528900146484|中國國民黨
9|1|14|一、本院徐委員國勇，就雲豹甲車撞樹，結果槍管歪掉一事，特向行政院提出質詢。|901||徐國勇|就雲豹甲車撞樹，結果槍管歪掉一事，特向行政院提出質詢。|['就', '雲豹', '甲車', '撞', '樹', '，', '結果', '槍管', '歪掉', '一事', '，', '特', '向', '行政院', '提出', '質詢', '。']|-7.6046142578125|民主進步黨
9|1|14|二、本院吳委員秉叡，針對近期交通部於媒體表示預計修法將電動自行車定義為「輕型機車」，必須通過筆試和路考取得駕照，疑有朝令夕改之嫌，不僅影響相關從業人員生計，更會對政府節能減碳政策產生不良影響，為此特向行政院提出質詢。|901||吳秉叡|針對近期交通部於媒體表示預計修法將電動自行車定義為「輕型機車」，必須通過筆試和路考取得駕照，疑有朝令夕改之嫌，不僅影響相關從業人員生計，更會對政府節能減碳政策產生不良影響，為此特向行政院提出質詢。|['針對', '近期', '交通部', '於', '媒體', '表示', '預計', '修法將', '電動', '自行車', '定義', '為', '「', '輕型機車', '」', '，', '必須', '通過', '筆試', '和', '路考', '取得', '駕照', '，', '疑有', '朝令夕改', '之', '嫌', '，', '不僅', '影響', '相關', '從業人員', '生計', '，', '更會', '對', '政府', '節能', '減碳', '政策', '產生', '不良影響', '，', '為此', '特向', '行政院', '提出', '質詢', '。']|-8.515575408935547|民主進步黨
9|1|14|三、本院李委員彥秀，建請行政院檢討台北市南港車站於5/12已升級為一等車站，但台鐵不僅只有少數對號列車停靠，甚以作為一等車站卻無自強號列車、普悠瑪號列車停靠，實有不平之處。空有嶄新的硬體，卻沒有便利之班次及車號，完全無法解決市民長期面臨之問題，更無法體民所苦。因此，為政策有效落實與執行，以及市民之需求，調整便利之班次及車號仍勢必之行。另不僅除硬體之四鐵共構外，再加上台鐵南港車站之升級，才是真正帶動南港產業轉型，特向行政院提出質詢。|901||李彥秀|建請行政院檢討台北市南港車站於5/12已升級為一等車站，但台鐵不僅只有少數對號列車停靠，甚以作為一等車站卻無自強號列車、普悠瑪號列車停靠，實有不平之處。空有嶄新的硬體，卻沒有便利之班次及車號，完全無法解決市民長期面臨之問題，更無法體民所苦。因此，為政策有效落實與執行，以及市民之需求，調整便利之班次及車號仍勢必之行。另不僅除硬體之四鐵共構外，再加上台鐵南港車站之升級，才是真正帶動南港產業轉型，特向行政院提出質詢。|['建請', '行政院', '檢討', '台北市', '南港', '車站', '於', '5', '/', '12', '已', '升級', '為', '一等', '車站', '，', '但', '台鐵', '不僅', '只有', '少數', '對號', '列車', '停靠', '，', '甚以', '作為', '一等', '車站', '卻', '無', '自強號', '列車', '、', '普悠瑪號', '列車', '停靠', '，', '實有', '不平', '之', '處', '。', '空有', '嶄新', '的', '硬體', '，', '卻', '沒有', '便利', '之', '班次', '及', '車號', '，', '完全', '無法', '解決', '市民', '長期', '面臨', '之', '問題', '，', '更', '無法', '體民所苦', '。', '因此', '，', '為', '政策', '有效', '落實', '與', '執行', '，', '以及', '市民', '之', '需求', '，', '調整', '便利', '之', '班次', '及', '車號', '仍', '勢必', '之', '行', '。', '另', '不僅', '除', '硬體', '之四鐵共構', '外', '，', '再', '加上', '台鐵', '南港', '車站', '之', '升級', '，', '才', '是', '真正', '帶動', '南港', '產業', '轉型', '，', '特', '向', '行政院', '提出', '質詢', '。']|-6.981972694396973|中國國民黨
9|1|14|四、本院李委員彥秀，建請行政院檢討針對2012年台灣港務公司成立至今，嚴重違背當初與民承諾之三不原則。包括過去已成立之港勤公司、國際物流兩家子公司，以及在今年欲成立之「高雄洲際貨櫃碼頭股份有限公司」、「觀光發展公司」、「土地開發公司」等子公司案，不僅違背跨出國際藩籬與國際物流範疇之精神，讓台灣漸失去國際運籌之發展優勢，甚至已嚴重影響既有民營港埠業者作業生態及臨海漁民捕魚生計，特向行政院提出質詢。|901||李彥秀|建請行政院檢討針對2012年台灣港務公司成立至今，嚴重違背當初與民承諾之三不原則。包括過去已成立之港勤公司、國際物流兩家子公司，以及在今年欲成立之「高雄洲際貨櫃碼頭股份有限公司」、「觀光發展公司」、「土地開發公司」等子公司案，不僅違背跨出國際藩籬與國際物流範疇之精神，讓台灣漸失去國際運籌之發展優勢，甚至已嚴重影響既有民營港埠業者作業生態及臨海漁民捕魚生計，特向行政院提出質詢。|['建請', '行政院', '檢討', '針對', '2012', '年', '台灣港務公司', '成立', '至今', '，', '嚴重', '違背', '當初', '與民', '承諾', '之三', '不', '原則', '。', '包括', '過去', '已', '成立', '之港勤', '公司', '、', '國際', '物流', '兩家', '子公司', '，', '以及', '在', '今年', '欲', '成立', '之', '「', '高雄', '洲際', '貨櫃', '碼頭', '股份', '有限公司', '」', '、', '「', '觀光', '發展', '公司', '」', '、', '「', '土地', '開發', '公司', '」', '等', '子公司', '案', '，', '不僅', '違背', '跨出', '國際', '藩籬', '與', '國際', '物流', '範疇', '之', '精神', '，', '讓', '台灣漸', '失去', '國際', '運籌', '之', '發展', '優勢', '，', '甚至', '已', '嚴重', '影響', '既有', '民營', '港埠', '業者', '作業', '生態', '及', '臨海', '漁民', '捕魚', '生計', '，', '特', '向', '行政院', '提出', '質詢', '。']|-6.7410888671875|中國國民黨
9|1|14|五、本院徐委員榛蔚，針對近日海軍自殺或因病退役事件頻傳，先是連續兩週發生兩起自殺事件，後又有同一連隊正、副連長同時進入國軍818醫院接受治療，軍隊心理輔導及衛生教育等措施執行狀況顯須再行檢討改善，爰建請行政院會同國防部及衛生福利部應儘速就軍隊官兵身心健康照護之預防與治療進行會商並提出具體實施方案，另國防部亦應就軍事行政管理妥適性進行檢討，避免不合時宜與實際需求情事發生，徒增憾事，特向行政院提出質詢。|901||徐榛蔚|針對近日海軍自殺或因病退役事件頻傳，先是連續兩週發生兩起自殺事件，後又有同一連隊正、副連長同時進入國軍818醫院接受治療，軍隊心理輔導及衛生教育等措施執行狀況顯須再行檢討改善，爰建請行政院會同國防部及衛生福利部應儘速就軍隊官兵身心健康照護之預防與治療進行會商並提出具體實施方案，另國防部亦應就軍事行政管理妥適性進行檢討，避免不合時宜與實際需求情事發生，徒增憾事，特向行政院提出質詢。|['針對', '近日', '海軍', '自殺', '或', '因病', '退役', '事件', '頻傳', '，', '先是', '連續', '兩週', '發生', '兩起', '自殺', '事件', '，', '後', '又', '有', '同一', '連隊', '正', '、', '副', '連長', '同時', '進入', '國軍', '818', '醫院', '接受', '治療', '，', '軍隊', '心理', '輔導', '及', '衛生', '教育', '等', '措施', '執行', '狀況', '顯須', '再行', '檢討', '改善', '，', '爰', '建請', '行政院', '會同', '國防部', '及', '衛生福利部', '應', '儘速', '就', '軍隊', '官兵', '身心健康', '照護', '之', '預防', '與', '治療', '進行', '會商', '並', '提出', '具體', '實施方案', '，', '另', '國防部', '亦', '應', '就', '軍事', '行政', '管理', '妥', '適性', '進行', '檢討', '，', '避免', '不合時宜', '與', '實際', '需求', '情事', '發生', '，', '徒增', '憾事', '，', '特', '向', '行政院', '提出', '質詢', '。']|-7.453286170959473|中國國民黨
9|1|14|六、本院徐委員榛蔚，針對網路購物蓬勃之際，卻也成為詐欺案件溫床，據聯合信用卡處理中心統計，台灣發卡機構通報詐欺金額近年持續增加，從102年3.28億元、103年5.35億元，去（104）年更增加至8.2億元，成長速度驚人，其中屬於網拍、網購等未經持卡人授權之非面對面交易，即達約7.06億元，佔整體詐欺金額86.7%，其中網路盜刷金額達2.44億元，為所有信用卡詐欺型態之首，顯示在消費者追求方便、快速、消費流程簡化同時，交易風險亦悄然增加，爰要求行政院應會同財政部及法務部等相關部會，加速推動發卡機構信用卡晶片化作業，並要求各銀行業者積極防範詐欺類型，強化線上交易安全機制，使發卡機構、發卡銀行與各網路交易平台持續完善網路資訊安全，以建構電子商務市場安全交易環境，特向行政院提出質詢。|901||徐榛蔚|針對網路購物蓬勃之際，卻也成為詐欺案件溫床，據聯合信用卡處理中心統計，台灣發卡機構通報詐欺金額近年持續增加，從102年3.28億元、103年5.35億元，去（104）年更增加至8.2億元，成長速度驚人，其中屬於網拍、網購等未經持卡人授權之非面對面交易，即達約7.06億元，佔整體詐欺金額86.7%，其中網路盜刷金額達2.44億元，為所有信用卡詐欺型態之首，顯示在消費者追求方便、快速、消費流程簡化同時，交易風險亦悄然增加，爰要求行政院應會同財政部及法務部等相關部會，加速推動發卡機構信用卡晶片化作業，並要求各銀行業者積極防範詐欺類型，強化線上交易安全機制，使發卡機構、發卡銀行與各網路交易平台持續完善網路資訊安全，以建構電子商務市場安全交易環境，特向行政院提出質詢。|['針對', '網路', '購物', '蓬勃', '之際', '，', '卻', '也', '成為', '詐欺', '案件', '溫床', '，', '據', '聯合', '信用卡', '處理', '中心', '統計', '，', '台灣', '發卡', '機構', '通報', '詐欺', '金額', '近年', '持續', '增加', '，', '從', '102', '年', '3.28', '億元', '、', '103', '年', '5.35', '億元', '，', '去', '（', '104', '）', '年', '更', '增加', '至', '8.2', '億元', '，', '成長', '速度', '驚人', '，', '其中', '屬於', '網拍', '、', '網購', '等', '未經', '持卡人', '授權', '之非', '面對面', '交易', '，', '即達', '約', '7.06', '億元', '，', '佔', '整體', '詐欺', '金額', '86.7%', '，', '其中', '網路', '盜刷', '金額', '達', '2.44', '億元', '，', '為', '所有', '信用卡', '詐欺', '型態', '之', '首', '，', '顯示', '在', '消費者', '追求', '方便', '、', '快速', '、', '消費', '流程', '簡化', '同時', '，', '交易', '風險', '亦', '悄然', '增加', '，', '爰', '要求', '行政院', '應', '會同', '財政部', '及', '法務部', '等', '相關', '部會', '，', '加速', '推動', '發卡', '機構', '信用卡', '晶片', '化', '作業', '，', '並', '要求', '各', '銀行業', '者', '積極', '防範', '詐欺', '類型', '，', '強化', '線上', '交易', '安全', '機制', '，', '使', '發卡', '機構', '、', '發卡', '銀行', '與', '各', '網路', '交易平台', '持續', '完善', '網路', '資訊', '安全', '，', '以', '建構', '電子商務', '市場', '安全', '交易', '環境', '，', '特', '向', '行政院', '提出', '質詢', '。']|-6.2274346351623535|中國國民黨
9|1|14|七、本院許委員淑華，針對高雄與台北市長相繼推出汽車共享計畫，期與國際團隊能在台灣提出汽車共享服務，同時也期望在系統整合、智慧交通、車載資通訊設備、自動駕駛、雲端與大數據分析以及電動車輛等技術與產業發展方面，能一起進軍汽車共享剛要崛起的亞洲新興市場。建請行政院責成所屬結合民間力量，加快推動公共運輸、慢行交通、共享汽車的多元整合創新服務，也讓相關產業隨著示範運行能夠技術輸出創造更大國家社會利益。爰此，特向行政院提出質詢。|901||許淑華|針對高雄與台北市長相繼推出汽車共享計畫，期與國際團隊能在台灣提出汽車共享服務，同時也期望在系統整合、智慧交通、車載資通訊設備、自動駕駛、雲端與大數據分析以及電動車輛等技術與產業發展方面，能一起進軍汽車共享剛要崛起的亞洲新興市場。建請行政院責成所屬結合民間力量，加快推動公共運輸、慢行交通、共享汽車的多元整合創新服務，也讓相關產業隨著示範運行能夠技術輸出創造更大國家社會利益。爰此，特向行政院提出質詢。|['針對', '高雄', '與', '台北', '市長', '相繼', '推出', '汽車', '共享', '計畫', '，', '期', '與', '國際', '團隊', '能', '在', '台灣', '提出', '汽車', '共享', '服務', '，', '同時', '也', '期望', '在', '系統', '整合', '、', '智慧', '交通', '、', '車載', '資', '通訊設備', '、', '自動', '駕駛', '、', '雲端', '與', '大', '數據分析', '以及', '電動', '車輛', '等', '技術', '與', '產業', '發展', '方面', '，', '能', '一起', '進軍', '汽車', '共享', '剛', '要', '崛起', '的', '亞洲', '新興', '市場', '。', '建請', '行政院', '責成', '所屬', '結合', '民間', '力量', '，', '加快', '推動', '公共', '運輸', '、', '慢行', '交通', '、', '共享', '汽車', '的', '多元', '整合', '創新', '服務', '，', '也', '讓', '相關', '產業', '隨著', '示範', '運行', '能夠', '技術', '輸出', '創造', '更大', '國家', '社會', '利益', '。', '爰', '此', '，', '特', '向', '行政院', '提出', '質詢', '。']|-6.585205554962158|中國國民黨
9|1|14|八、本院許委員淑華，鑒於近年來全台各縣市，出現以誇張藥效及療效的詐騙集團，假借健康講座及饋贈油、鹽、洗衣粉等贈品為誘因，聚集老人進行詐騙。為了遏阻這股歪風再起，危害東台灣民眾的權益，要求行政院責成所屬相關單位有必要再次攜手合作，齊力打擊不法犯罪，瓦解這類專門又騙老人家，販賣誇張療效的犯罪集團。爰此，特向行政院提出質詢。|901||許淑華|鑒於近年來全台各縣市，出現以誇張藥效及療效的詐騙集團，假借健康講座及饋贈油、鹽、洗衣粉等贈品為誘因，聚集老人進行詐騙。為了遏阻這股歪風再起，危害東台灣民眾的權益，要求行政院責成所屬相關單位有必要再次攜手合作，齊力打擊不法犯罪，瓦解這類專門又騙老人家，販賣誇張療效的犯罪集團。爰此，特向行政院提出質詢。|['鑒於', '近年來', '全', '台', '各縣市', '，', '出現', '以', '誇張', '藥效', '及', '療效', '的', '詐騙', '集團', '，', '假借', '健康', '講座', '及', '饋贈', '油', '、', '鹽', '、', '洗衣粉', '等', '贈品', '為', '誘因', '，', '聚集', '老人', '進行', '詐騙', '。', '為', '了', '遏阻', '這股', '歪風', '再起', '，', '危害', '東台灣民眾', '的', '權益', '，', '要求', '行政院', '責成', '所屬', '相關', '單位', '有', '必要', '再次', '攜手', '合作', '，', '齊力', '打擊', '不法', '犯罪', '，', '瓦解', '這類', '專門', '又', '騙', '老人家', '，', '販賣', '誇張', '療效', '的', '犯罪集團', '。', '爰', '此', '，', '特', '向', '行政院', '提出', '質詢', '。']|-7.155121326446533|中國國民黨
9|1|14|九、本院許委員淑華，針對我國3月出口成長率衰退11.4%，這是從去年2月以來連續第14個月負成長，也追平了2009年在金融海嘯期間，連續14個月出口負成長的歷史紀錄。面對結構性的不利因素，行政院應責成所屬部門加速進行國際經濟整合，包括兩岸的服貿與貨貿協議，及與其他國家洽簽雙邊FTAs，並且加入TPP和RECP等國際經貿組織。爰此，特向行政院提出質詢。|901||許淑華|針對我國3月出口成長率衰退11.4%，這是從去年2月以來連續第14個月負成長，也追平了2009年在金融海嘯期間，連續14個月出口負成長的歷史紀錄。面對結構性的不利因素，行政院應責成所屬部門加速進行國際經濟整合，包括兩岸的服貿與貨貿協議，及與其他國家洽簽雙邊FTAs，並且加入TPP和RECP等國際經貿組織。爰此，特向行政院提出質詢。|['針對', '我國', '3', '月', '出口', '成長率', '衰退', '11.4%', '，', '這', '是從', '去年', '2', '月', '以來', '連續', '第', '14', '個月負', '成長', '，', '也', '追平', '了', '2009', '年', '在', '金融海嘯', '期間', '，', '連續', '14', '個', '月', '出口', '負', '成長', '的', '歷史紀錄', '。', '面對', '結構性', '的', '不利因素', '，', '行政院', '應', '責成', '所屬', '部門', '加速', '進行', '國際', '經濟', '整合', '，', '包括', '兩岸', '的', '服貿', '與', '貨貿', '協議', '，', '及', '與其', '他', '國家', '洽簽', '雙邊', 'FTAs', '，', '並且', '加入', 'TPP', '和', 'RECP', '等', '國際經貿', '組織', '。', '爰', '此', '，', '特', '向', '行政院', '提出', '質詢', '。']|-7.7608323097229|中國國民黨
9|1|14|十、本院許委員淑華，鑑於去年爆發登革熱疫情，一直延燒到今年2月初才結束，但隨後又傳出境外移入及本土確診病例，足足較往年早了兩個月。去年台南市爆發最嚴重疫情，今年又提前傳出病例，顯見疫情極其險峻。中央政府雖已進入等待政黨輪替的「空窗期」，但仍然必須大聲提醒並支援地方政府展開有效防疫行動，不能任令民眾過著高枕無憂的日子，爰此特向行政院提出質詢。|901||許淑華|鑑於去年爆發登革熱疫情，一直延燒到今年2月初才結束，但隨後又傳出境外移入及本土確診病例，足足較往年早了兩個月。去年台南市爆發最嚴重疫情，今年又提前傳出病例，顯見疫情極其險峻。中央政府雖已進入等待政黨輪替的「空窗期」，但仍然必須大聲提醒並支援地方政府展開有效防疫行動，不能任令民眾過著高枕無憂的日子，爰此特向行政院提出質詢。|['鑑於', '去年', '爆發', '登革熱', '疫情', '，', '一直', '延燒到', '今年', '2', '月初', '才', '結束', '，', '但', '隨後', '又', '傳出', '境外', '移入', '及', '本土', '確診', '病例', '，', '足足', '較往年', '早', '了', '兩個', '月', '。', '去年', '台南市', '爆發', '最', '嚴重', '疫情', '，', '今年', '又', '提前', '傳出', '病例', '，', '顯見', '疫情', '極其', '險峻', '。', '中央政府', '雖', '已', '進入', '等待', '政黨輪替', '的', '「', '空', '窗期', '」', '，', '但', '仍然', '必須', '大聲', '提醒', '並', '支援', '地方政府', '展開', '有效', '防疫', '行動', '，', '不能', '任令民眾', '過著', '高枕無憂', '的', '日子', '，', '爰', '此', '特向', '行政院', '提出', '質詢', '。']|-8.906003952026367|中國國民黨
9|1|14|十一、本院許委員淑華，鑑於台灣的經濟、產業、就業市場與薪資水準，幾乎確定已走入螺旋下滑、糾結難解的惡性循環中。因為經濟表現不如人意、產業結構調整緩慢、新增投資減少，造成平均薪資水準偏低；因為薪資水準低、投資少、增加的就業機會更少，結果就是人才流失，台灣已成為人才淨流出國；在人才流失情況下，產業升級、企業拓展更難見效，反過來又對員工薪資與投資擴張更保守以對，因而又對經濟及產業產生負面影響。為帶動更多的投資與外資來台，為國內帶來更多就業機會，政府應該對人員進出更開放、創造更佳的投資與創業環境，以期吸引到境外優秀人才，創造企業與產業上升的動力，為台灣聚攏人才，爰此特向行政院提出質詢。|901||許淑華|鑑於台灣的經濟、產業、就業市場與薪資水準，幾乎確定已走入螺旋下滑、糾結難解的惡性循環中。因為經濟表現不如人意、產業結構調整緩慢、新增投資減少，造成平均薪資水準偏低；因為薪資水準低、投資少、增加的就業機會更少，結果就是人才流失，台灣已成為人才淨流出國；在人才流失情況下，產業升級、企業拓展更難見效，反過來又對員工薪資與投資擴張更保守以對，因而又對經濟及產業產生負面影響。為帶動更多的投資與外資來台，為國內帶來更多就業機會，政府應該對人員進出更開放、創造更佳的投資與創業環境，以期吸引到境外優秀人才，創造企業與產業上升的動力，為台灣聚攏人才，爰此特向行政院提出質詢。|['鑑於', '台灣', '的', '經濟', '、', '產業', '、', '就業', '市場', '與', '薪資水準', '，', '幾乎', '確定', '已', '走入', '螺旋', '下滑', '、', '糾結', '難解', '的', '惡性循環', '中', '。', '因為', '經濟', '表現', '不如人意', '、', '產業', '結構調整', '緩慢', '、', '新增', '投資', '減少', '，', '造成', '平均', '薪資水準', '偏低', '；', '因為', '薪資水準', '低', '、', '投資', '少', '、', '增加', '的', '就業機會', '更', '少', '，', '結果', '就是', '人才流失', '，', '台灣', '已成', '為', '人才', '淨', '流出', '國', '；', '在', '人才流失', '情況', '下', '，', '產業', '升級', '、', '企業', '拓展', '更難', '見效', '，', '反過來', '又', '對', '員工', '薪資', '與', '投資', '擴張', '更', '保守', '以', '對', '，', '因而', '又', '對', '經濟', '及', '產業', '產生', '負面影響', '。', '為', '帶動', '更', '多', '的', '投資', '與', '外資', '來台', '，', '為', '國內', '帶來', '更', '多', '就業機會', '，', '政府', '應該', '對', '人員', '進出', '更', '開放', '、', '創造', '更佳', '的', '投資', '與', '創業', '環境', '，', '以期', '吸引', '到', '境外', '優秀人才', '，', '創造', '企業', '與', '產業', '上升', '的', '動力', '，', '為', '台灣', '聚攏', '人才', '，', '爰', '此', '特向', '行政院', '提出', '質詢', '。']|-7.386417388916016|中國國民黨
9|1|14|十二、本院許委員淑華，鑑於日前有私立科技大學爆發偽造國外大學博、碩士證書，以博士每張七十萬元、碩士四十萬元賣給校內外人士的舞弊案件，此杏壇醜聞主謀者因是學校校長而震驚全國。因為校長領導學校教化學子，本應作為師生表率，向來在社會上有其崇高的地位，如今淪為舞弊造假之首謀，可見問題嚴重性，代表台灣教育界已從根部徹底的腐敗，絕不能以個案視之，教育部應檢討我國的教育問題，爰此特向行政院提出質詢。|901||許淑華|鑑於日前有私立科技大學爆發偽造國外大學博、碩士證書，以博士每張七十萬元、碩士四十萬元賣給校內外人士的舞弊案件，此杏壇醜聞主謀者因是學校校長而震驚全國。因為校長領導學校教化學子，本應作為師生表率，向來在社會上有其崇高的地位，如今淪為舞弊造假之首謀，可見問題嚴重性，代表台灣教育界已從根部徹底的腐敗，絕不能以個案視之，教育部應檢討我國的教育問題，爰此特向行政院提出質詢。|['鑑於', '日前', '有', '私立', '科技', '大學', '爆發', '偽造', '國外', '大學', '博', '、', '碩士', '證書', '，', '以', '博士', '每張', '七十', '萬元', '、', '碩士', '四十', '萬元', '賣給', '校內外', '人士', '的', '舞弊', '案件', '，', '此', '杏壇', '醜聞', '主謀者', '因是', '學校', '校長', '而', '震驚全國', '。', '因為', '校長', '領導', '學校', '教化', '學子', '，', '本應', '作為', '師生', '表率', '，', '向來', '在', '社會', '上', '有', '其', '崇高', '的', '地位', '，', '如今', '淪為', '舞弊', '造假', '之', '首謀', '，', '可見', '問題', '嚴重性', '，', '代表', '台灣', '教育界', '已', '從', '根部', '徹底', '的', '腐敗', '，', '絕不能', '以', '個案', '視', '之', '，', '教育部', '應', '檢討', '我國', '的', '教育', '問題', '，', '爰', '此', '特向', '行政院', '提出', '質詢', '。']|-7.84162712097168|中國國民黨
